,model,sentence,correct,txt,sent_type
310,gpt-4o,While the girl scratched the cat stared at the dog.,True,"Splitted: 
1. The girl scratched. 
2. The cat stared at the dog.",GP_reflexive
311,gpt-4o,While the mother calmed down the children sat on the bed.,True,"Splitted:  
1. The mother calmed down.  
2. The children sat on the bed.",GP_reflexive
312,gpt-4o,While the artist changed the painting stood the test of time.,True,"Splitted: 
1. The artist changed the painting. 
2. The painting stood the test of time.",GP_reflexive
313,gpt-4o,While the child grew the tomatoes invaded the garden.,True,"Splitted:  
1. The child grew.  
2. The tomatoes invaded the garden.",GP_reflexive
314,gpt-4o,While the toddler rolled the ball kept moving across the room.,True,"Splitted: 
1. The toddler rolled the ball. 
2. The ball kept moving across the room.",GP_reflexive
315,gpt-4o,While the mechanic turned the wheel made weird noises.,True,"Splitted:  
1. The mechanic turned the wheel.  
2. The wheel made weird noises.",GP_reflexive
316,gpt-4o,While the ice cap shrank the river stayed warm.,True,"Splitted:  
1. The ice cap shrank.  
2. The river stayed warm.",GP_reflexive
317,gpt-4o,While the gymnast swung the bat fell on the road,True,"Splitted: 
1. The gymnast swung. 
2. The bat fell on the road.",GP_reflexive
318,gpt-4o,While Bill trained the athletes started the game.,True,"Splitted:  
1. Bill trained.  
2. The athletes started the game.",GP_reflexive
319,gpt-4o,While the dog moved the bone went bad.,True,"Splitted: 
1. The dog moved. 
2. The bone went bad.",GP_reflexive
320,gpt-4o,While the river flooded the valley kept on living quietly.,True,"Splitted:  
1. The river flooded.  
2. The valley kept on living quietly.",GP_reflexive
321,gpt-4o,While the log broke the window moved on its axis.,True,"Splitted: 
1. The log broke the window. 
2. The window moved on its axis.",GP_reflexive
322,gpt-4o,While the match lit the fire warmed the children.,True,"Splitted:  
1. The match lit the fire.  
2. The fire warmed the children.",GP_reflexive
323,gpt-4o,While the wave crashed the boat was stranded in the ocean.,True,"Splitted:  
1. The wave crashed.  
2. The boat was stranded in the ocean.",GP_reflexive
324,gpt-4o,While the man hunted the deer ran into the woods.,True,"Splitted:  
1. The man hunted.  
2. The deer ran into the woods.",GP_prob
325,gpt-4o,While the man hunted the child ran into the woods.,True,"Splitted:  
1. The man hunted.  
2. The child ran into the woods.",GP_improb
326,gpt-4o,While the skipper sailed the boat veered off course.,True,"Splitted:  
1. The skipper sailed the boat.  
2. The boat veered off course.",GP_prob
327,gpt-4o,While the skipper sailed the car veered off course.,True,"Splitted:  
1. The skipper sailed.  
2. The car veered off course.",GP_improb
328,gpt-4o,While the orchestra performed the symphony played on the radio.,True,"Splitted:  
1. The orchestra performed.  
2. The symphony played on the radio.",GP_prob
329,gpt-4o,While the orchestra performed the newsflash played on the radio.,True,"Splitted:  
1. The orchestra performed.  
2. The newsflash played on the radio.",GP_improb
330,gpt-4o,While the bridesmaid ordered the dress got delivered.,True,"Splitted: 
1. The bridesmaid ordered the dress. 
2. The dress got delivered.",GP_prob
331,gpt-4o,While the bridesmaid ordered the tractor got delivered.,True,"Splitted: 
1. The bridesmaid ordered. 
2. The tractor got delivered.",GP_improb
332,gpt-4o,While Susan wrote the letter fell off the table.,True,"Splitted: 
1. Susan wrote. 
2. The letter fell off the table.",GP_prob
333,gpt-4o,While Susan wrote the Bible fell off the table.,True,"Splitted:  
1. Susan wrote.  
2. The Bible fell off the table.",GP_improb
334,gpt-4o,While the farmer steered the tractor pulled the car.,True,"Splitted:  
1. The farmer steered the tractor.  
2. The tractor pulled the car.",GP_prob
335,gpt-4o,While the farmer steered the tank pulled the car.,True,"Splitted:  
1. The farmer steered the tank.  
2. The tank pulled the car.",GP_improb
336,gpt-4o,While the lawyer studied the contract lay on the roll-top desk.,True,"Splitted: 
1. The lawyer studied the contract. 
2. The contract lay on the roll-top desk.",GP_prob
337,gpt-4o,While the lawyer studied the cat lay on the roll-top desk.,True,"Splitted:
1. The lawyer studied.  
2. The cat lay on the roll-top desk.",GP_improb
338,gpt-4o,While the clown juggled the balls fell on the ground.,True,"Splitted:  
1. The clown juggled.  
2. The balls fell on the ground.",GP_prob
339,gpt-4o,While the clown juggled the cats fell on the ground.,True,"Splitted:  
1. The clown juggled.  
2. The cats fell on the ground.",GP_improb
340,gpt-4o,While Anne vacuumed the rug lost its colors.,True,"Splitted:  
1. Anne vacuumed the rug.  
2. The rug lost its colors.",GP_prob
341,gpt-4o,While Anne vacuumed the chameleon lost its colors.,True,"Splitted:  
1. Anne vacuumed.  
2. The chameleon lost its colors.",GP_improb
342,gpt-4o-mini,While the secretary typed the memo neared completion.,True,"1. The secretary typed the memo.  
2. The memo neared completion.",GP_prob
343,gpt-4o-mini,While the secretary typed the drawing neared completion.,True,"1. The secretary typed.  
2. The drawing neared completion.",GP_improb
344,gpt-4o-mini,While the explorer paddled the canoe headed toward a waterfall.,True,"1. The explorer paddled the canoe.  
2. The canoe headed toward a waterfall.",GP_prob
345,gpt-4o-mini,While the explorer paddled the yacht headed toward a waterfall.,True,"1. The explorer paddled the yacht.  
2. The yacht headed toward a waterfall.",GP_improb
346,gpt-4o-mini,While the cowboy rode the horse sweated profusely.,True,"1. The cowboy rode the horse.  
2. The horse sweated profusely.",GP_prob
347,gpt-4o-mini,While the cowboy rode the leopard sweated profusely.,True,"Splitted:  
1. The cowboy rode.  
2. The leopard sweated profusely.",GP_improb
348,gpt-4o-mini,While Tom grilled the hot dog began to burn.,True,"1. Tom grilled the hot dog.  
2. The hot dog began to burn.",GP_prob
349,gpt-4o-mini,While Tom grilled the barn began to burn.,True,"Splitted:  
1. Tom grilled.  
2. The barn began to burn.",GP_improb
350,gpt-4o-mini,While the architect drew the building represented modern times style.,True,"1. The architect drew the building.  
2. The building represented modern times style.",GP_prob
351,gpt-4o-mini,While the architect drew the melody represented modern times style.,True,"1. The architect drew the melody.  
2. The melody represented modern times style.",GP_improb
352,gpt-4o-mini,While the chef stirred the soup boiled over.,True,"1. The chef stirred the soup.  
2. The soup boiled over.",GP_prob
353,gpt-4o-mini,While the chef stirred the acid boiled over.,True,"Splitted:  
1. The chef stirred.  
2. The acid boiled over.",GP_improb
354,gpt-4o-mini,While the tourist explored the tunnel echoed with mysterious sounds.,True,"Splitted: 
1. The tourist explored the tunnel. 
2. The tunnel echoed with mysterious sounds.",GP_prob
355,gpt-4o-mini,While the tourist explored the trunk echoed with mysterious sounds.,True,"1. The tourist explored.  
2. The trunk echoed with mysterious sounds.",GP_improb
356,gpt-4o-mini,While the woman drank the water spilled on the floor.,True,"Splitted:  
1. The woman drank the water.  
2. The water spilled on the floor.",GP_prob
357,gpt-4o-mini,While the woman drank the mud spilled on the floor.,True,"Splitted:  
1. The woman drank.  
2. The mud spilled on the floor.",GP_improb
358,gpt-4o-mini,While the snake swallowed the frog kicked vigorously.,True,"1. The snake swallowed the frog.  
2. The frog kicked vigorously.",GP_prob
359,gpt-4o-mini,While the snake swallowed the hippo kicked vigorously.,True,"Splitted:  
1. The snake swallowed the hippo.  
2. The hippo kicked vigorously.",GP_improb
360,gpt-4o-mini,While the lion attacked the baboon screamed in terror.,True,"Splitted:  
1. The lion attacked the baboon.  
2. The baboon screamed in terror.",GP_prob
361,gpt-4o-mini,While the lion attacked the penguin screamed in terror.,True,"1. The lion attacked the penguin.  
2. The penguin screamed in terror.",GP_improb
362,gpt-4o-mini,While the maid dusted the picture tipped over.,True,"Splitted: 
1. The maid dusted the picture. 
2. The picture tipped over.",GP_prob
363,gpt-4o-mini,While the maid dusted the cow tipped over.,True,"1. The maid dusted.  
2. The cow tipped over.",GP_improb
364,gpt-4o-mini,While the teacher counted the children formed a line.,True,"Splitted:  
1. The teacher counted the children.  
2. The children formed a line.",GP_prob
365,gpt-4o-mini,While the teacher counted the ants formed a line.,True,"Splitted:  
1. The teacher counted.  
2. The ants formed a line.",GP_improb
366,gpt-4o-mini,While the champion raced the challenger stumbled and fell.,True,"1. The champion raced.  
2. The challenger stumbled and fell.",GP_prob
367,gpt-4o-mini,While the champion raced the spectator stumbled and fell.,True,"1. The champion raced.  
2. The spectator stumbled and fell.",GP_improb
368,gpt-4o-mini,While Jerry played the violin went out of tune.,True,"Splitted:  
1. Jerry played the violin.  
2. The violin went out of tune.",GP_prob
369,gpt-4o-mini,While Jerry played the speakers went out of tune.,True,"1. Jerry played.  
2. The speakers went out of tune.",GP_improb
370,gpt-4o-mini,While the girl painted the rainbow slowly faded outside.,True,"Splitted:  
1. The girl painted.  
2. The rainbow faded outside.",GP_prob
371,gpt-4o-mini,While the girl painted the music slowly faded outside.,True,"1. The girl painted.  
2. The music faded outside.",GP_improb
372,gpt-4o-mini,While Kendra parked the van bumped the curb.,True,"1. Kendra parked the van.  
2. The van bumped the curb.",GP_prob
373,gpt-4o-mini,While Kendra parked the horse bumped the curb.,True,"Splitted:  
1. Kendra parked the horse.  
2. The horse bumped the curb.",GP_improb
374,gpt-4o-mini,While Angela cleaned the dog stood in the yard.,True,"1. Angela cleaned.  
2. The dog stood in the yard.",GP_prob
375,gpt-4o-mini,While Angela cleaned the mailman stood in the yard.,True,"1. Angela cleaned.  
2. The mailman stood in the yard.",GP_improb
376,gpt-4o-mini,While the sailor smoked the pipe glowed brightly.,True,"1. The sailor smoked the pipe.  
2. The pipe glowed brightly.",GP_prob
377,gpt-4o-mini,While the sailor smoked the firefly glowed brightly.,True,"1. The sailor smoked.  
2. The firefly glowed brightly.",GP_improb
378,gpt-4o-mini,While the tourist filmed the dancer blocked the sidewalk.,True,"1. The tourist filmed the dancer.  
2. The dancer blocked the sidewalk.",GP_prob
379,gpt-4o-mini,While the tourist filmed the trashbags blocked the sidewalk.,True,"1. The tourist filmed.  
2. The trashbags blocked the sidewalk.",GP_improb
380,gpt-4o-mini,While the athlete wrestled the opponent shouted insults.,True,"1. The athlete wrestled.  
2. The opponent shouted insults.",GP_prob
381,gpt-4o-mini,While the athlete wrestled the audience shouted insults.,True,"1. The athlete wrestled.  
2. The audience shouted insults.",GP_improb
382,gpt-4o-mini,While the warrior fought the enemy retreated.,True,"1. The warrior fought.  
2. The enemy retreated.",GP_prob
383,gpt-4o-mini,While the warrior fought the rhino retreated.,True,"Splitted:  
1. The warrior fought.  
2. The rhino retreated.",GP_improb
384,gpt-4o-mini,While Harry chewed the steak fell to the floor.,True,"Splitted:  
1. Harry chewed the steak.  
2. The steak fell to the floor.",GP_prob
385,gpt-4o-mini,While Harry chewed the book fell to the floor.,True,"1. Harry chewed.  
2. The book fell to the floor.",GP_improb
386,gpt-4o-mini,While Bill ate the turkey sat on the table.,True,"1. Bill ate the turkey.  
2. The turkey sat on the table.",GP_prob
387,gpt-4o-mini,While Bill ate the baby sat on the table.,True,"1. Bill ate.  
2. The baby sat on the table.",GP_improb
388,gpt-4o-mini,While Janet baked the bread rose in the oven.,True,"1. Janet baked the bread.  
2. The bread rose in the oven.",GP_prob
389,gpt-4o-mini,While Janet baked the pressure rose in the oven.,True,"1. Janet baked.  
2. The pressure rose in the oven.",GP_improb
390,gpt-4o-mini,While the public cheered the team left the restaurant.,True,"1. The public cheered.  
2. The team left the restaurant.",GP_prob
391,gpt-4o-mini,While the public cheered the rats left the restaurant.,True,"Splitted:  
1. The public cheered.  
2. The rats left the restaurant.",GP_improb
392,gpt-4o-mini,While the cleaner mopped the floor was filled with stains.,True,"1. The cleaner mopped the floor.  
2. The floor was filled with stains.",GP_prob
393,gpt-4o-mini,While the cleaner mopped the ceiling was filled with stains.,True,"Splitted:  
1. The cleaner mopped the floor.  
2. The ceiling was filled with stains.",GP_improb
394,gpt-4o-mini,While the chef cooked the meal impressed the couple.,False,"1. The chef cooked the meal.  
2. The couple was impressed.",GP_prob
395,gpt-4o-mini,While the chef cooked the cat impressed the couple.,True,"Splitted:  
1. The chef cooked.  
2. The cat impressed the couple.",GP_improb
396,gpt-4o-mini,While the child finished the homework waited on the table.,True,"1. The child finished the homework.  
2. The homework waited on the table.",GP_prob
397,gpt-4o-mini,While the child finished the tax forms waited on the table.,True,"Splitted: 
1. The child finished the tax forms. 
2. The tax forms waited on the table.",GP_improb
398,gpt-4o-mini,While the student knitted the sweater sold to the highest bidder.,True,"1. The student knitted the sweater.  
2. The sweater was sold to the highest bidder.",GP_prob
399,gpt-4o-mini,While the student knitted the painting sold to the highest bidder.,True,"1. The student knitted.  
2. The painting sold to the highest bidder.",GP_improb
400,gpt-4o-mini,While the astronomer observed the comet lit up the room.,True,"1. The astronomer observed the comet.  
2. The comet lit up the room.",GP_prob
401,gpt-4o-mini,While the astronomer observed the lightbulb lit up the room.,True,"1. The astronomer observed.  
2. The lightbulb lit up the room.",GP_improb
402,gpt-4o-mini,While the players started the game bored the children.,False,"Splitted:  
1. The players started the game.  
2. The children were bored.",GP_prob
403,gpt-4o-mini,While the players started the lesson bored the children.,False,"1. The players started the lesson.  
2. The children were bored.",GP_improb
404,gpt-4o-mini,While the professor taught the students looked at the board.,True,"Splitted:  
1. The professor taught.  
2. The students looked at the board.",GP_prob
405,gpt-4o-mini,While the professor taught the puppies looked at the board.,True,"1. The professor taught.  
2. The puppies looked at the board.",GP_improb
406,gpt-4o-mini,While the pianist practiced the melody echoed through the hall.,True,"1. The pianist practiced.  
2. The melody echoed through the hall.",GP_prob
407,gpt-4o-mini,While the pianist practiced the vacuum echoed through the hall.,True,"1. The pianist practiced.  
2. The vacuum echoed through the hall.",GP_improb
408,gpt-4o-mini,While the couple left the bar buzzed with activity.,True,"Splitted:  
1. The couple left the bar.  
2. The bar was buzzed with activity.",GP_prob
409,gpt-4o-mini,While the couple left the hive buzzed with activity.,True,"1. The couple left the hive.  
2. The hive buzzed with activity.",GP_improb
410,gpt-4o-mini,While the gardener harvested the tomatoes hanged on the vine.,True,"1. The gardener harvested the tomatoes.  
2. The tomatoes hung on the vine.",GP_prob
411,gpt-4o-mini,While the gardener harvested the chrysalis hanged on the vine.,True,"1. The gardener harvested.  
2. The chrysalis hung on the vine.",GP_improb
412,gpt-4o-mini,While the horse pulled the cart moved silently.,True,"1. The horse pulled the cart.  
2. The cart moved silently.",GP_prob
413,gpt-4o-mini,While the horse pulled the submarine moved silently.,True,"1. The horse pulled.  
2. The submarine moved silently.  ",GP_improb
414,gpt-4o-mini,While Jim bathed the child giggled with delight.,True,"1. Jim bathed the child.  
2. The child giggled with delight.",GP_reflexive
415,gpt-4o-mini,While the chimps groomed the baboons sat in the grass.,True,"Splitted:  
1. The chimps groomed.  
2. The baboons sat in the grass.",GP_reflexive
416,gpt-4o-mini,While Frank dried off the car sat in the driveway.,True,"Splitted:  
1. Frank dried off the car.  
2. The car sat in the driveway.",GP_reflexive
417,gpt-4o-mini,While Betty woke up the neighbor coughed loudly.,True,"Splitted:  
1. Betty woke up.  
2. The neighbor coughed loudly.",GP_reflexive
418,gpt-4o-mini,While the thief hid the jewelry sparkled brightly.,True,"1. The thief hid the jewelry.  
2. The jewelry sparkled brightly.",GP_reflexive
419,gpt-4o-mini,While Anna dressed the baby spit up on the bed.,True,"Splitted:  
1. Anna dressed the baby.  
2. The baby spit up on the bed.",GP_reflexive
420,gpt-4o-mini,While the boy washed the dog barked loudly.,True,"1. The boy washed the dog.  
2. The dog barked loudly.",GP_reflexive
421,gpt-4o-mini,While the jockey settled down the horse stood in the stall.,True,"1. The jockey settled down.  
2. The horse stood in the stall.",GP_reflexive
422,gpt-4o-mini,While the mother undressed the baby cried softly.,True,"Splitted:  
1. The mother undressed the baby.  
2. The baby cried softly.",GP_reflexive
423,gpt-4o-mini,While the nurse shaved the patient watched TV.,True,"1. The nurse shaved the patient.  
2. The patient watched TV.",GP_reflexive
424,gpt-4o-mini,While the girl scratched the cat stared at the dog.,True,"1. The girl scratched the cat.  
2. The cat stared at the dog.",GP_reflexive
425,gpt-4o-mini,While the mother calmed down the children sat on the bed.,True,"1. The mother calmed down the children.  
2. The children sat on the bed.",GP_reflexive
426,gpt-4o-mini,While the artist changed the painting stood the test of time.,True,"1. The artist changed the painting.  
2. The painting stood the test of time.",GP_reflexive
427,gpt-4o-mini,While the child grew the tomatoes invaded the garden.,True,"1. The child grew.  
2. The tomatoes invaded the garden.",GP_reflexive
428,gpt-4o-mini,While the toddler rolled the ball kept moving across the room.,True,"1. The toddler rolled the ball.  
2. The ball kept moving across the room.",GP_reflexive
429,gpt-4o-mini,While the mechanic turned the wheel made weird noises.,True,"1. The mechanic turned the wheel.  
2. The wheel made weird noises.",GP_reflexive
430,gpt-4o-mini,While the ice cap shrank the river stayed warm.,True,"1. The ice cap shrank.  
2. The river stayed warm.",GP_reflexive
431,gpt-4o-mini,While the gymnast swung the bat fell on the road,True,"1. The gymnast swung the bat.  
2. The bat fell on the road.",GP_reflexive
432,gpt-4o-mini,While Bill trained the athletes started the game.,False,"Splitted:  
1. Bill trained the athletes.  
2. The game started.",GP_reflexive
433,gpt-4o-mini,While the dog moved the bone went bad.,True,"1. The dog moved.  
2. The bone went bad.",GP_reflexive
434,gpt-4o-mini,While the river flooded the valley kept on living quietly.,True,"1. The river flooded the valley.  
2. The valley kept on living quietly.",GP_reflexive
435,gpt-4o-mini,While the log broke the window moved on its axis.,True,"Splitted:  
1. The log broke the window.  
2. The window moved on its axis.  ",GP_reflexive
436,gpt-4o-mini,While the match lit the fire warmed the children.,True,"Splitted:  
1. The match lit the fire.  
2. The fire warmed the children.",GP_reflexive
437,gpt-4o-mini,While the wave crashed the boat was stranded in the ocean.,True,"Splitted:  
1. The wave crashed.  
2. The boat was stranded in the ocean.",GP_reflexive
438,gpt-4o-mini,While the man hunted the deer ran into the woods.,True,"1. The man hunted.  
2. The deer ran into the woods.",GP_prob
439,gpt-4o-mini,While the man hunted the child ran into the woods.,True,"1. The man hunted.  
2. The child ran into the woods.",GP_improb
440,gpt-4o-mini,While the skipper sailed the boat veered off course.,True,"1. The skipper sailed the boat.  
2. The boat veered off course.",GP_prob
441,gpt-4o-mini,While the skipper sailed the car veered off course.,True,"1. The skipper sailed.  
2. The car veered off course.",GP_improb
442,gpt-4o-mini,While the orchestra performed the symphony played on the radio.,True,"1. The orchestra performed the symphony.  
2. The symphony played on the radio.",GP_prob
443,gpt-4o-mini,While the orchestra performed the newsflash played on the radio.,True,"Splitted:  
1. The orchestra performed.  
2. The newsflash played on the radio.",GP_improb
444,gpt-4o-mini,While the bridesmaid ordered the dress got delivered.,True,"1. The bridesmaid ordered the dress.  
2. The dress got delivered.",GP_prob
445,gpt-4o-mini,While the bridesmaid ordered the tractor got delivered.,True,"Splitted:  
1. The bridesmaid ordered the tractor.  
2. The tractor got delivered.",GP_improb
446,gpt-4o-mini,While Susan wrote the letter fell off the table.,True,"1. Susan wrote the letter.  
2. The letter fell off the table.",GP_prob
447,gpt-4o-mini,While Susan wrote the Bible fell off the table.,True,"1. Susan wrote.  
2. The Bible fell off the table.",GP_improb
448,gpt-4o-mini,While the farmer steered the tractor pulled the car.,True,"1. The farmer steered the tractor.  
2. The tractor pulled the car.",GP_prob
449,gpt-4o-mini,While the farmer steered the tank pulled the car.,False,"Splitted:  
1. The farmer steered the tank.  
2. The car was pulled.",GP_improb
450,gpt-4o-mini,While the lawyer studied the contract lay on the roll-top desk.,True,"Splitted:  
1. The lawyer studied the contract.  
2. The contract lay on the roll-top desk.",GP_prob
451,gpt-4o-mini,While the lawyer studied the cat lay on the roll-top desk.,True,"1. The lawyer studied.  
2. The cat lay on the roll-top desk.",GP_improb
452,gpt-4o-mini,While the clown juggled the balls fell on the ground.,True,"1. The clown juggled.  
2. The balls fell on the ground.",GP_prob
453,gpt-4o-mini,While the clown juggled the cats fell on the ground.,True,"1. The clown juggled.  
2. The cats fell on the ground.",GP_improb
454,gpt-4o-mini,While Anne vacuumed the rug lost its colors.,True,"1. Anne vacuumed the rug.  
2. The rug lost its colors.",GP_prob
455,gpt-4o-mini,While Anne vacuumed the chameleon lost its colors.,True,"1. Anne vacuumed.  
2. The chameleon lost its colors.",GP_improb
456,o1-mini,While the secretary typed the memo neared completion.,True,"1. The secretary typed the memo.
2. The memo neared completion.",GP_prob
457,o1-mini,While the secretary typed the drawing neared completion.,True,"1. The secretary typed.  
2. The drawing neared completion.",GP_improb
458,o1-mini,While the explorer paddled the canoe headed toward a waterfall.,True,"Splitted:
1. The explorer paddled the canoe.
2. The canoe was headed toward a waterfall.",GP_prob
459,o1-mini,While the explorer paddled the yacht headed toward a waterfall.,True,"1. The explorer paddled the yacht.
2. The yacht headed toward a waterfall.",GP_improb
460,o1-mini,While the cowboy rode the horse sweated profusely.,True,"1. The cowboy rode the horse.
2. The horse sweated profusely.",GP_prob
461,o1-mini,While the cowboy rode the leopard sweated profusely.,True,"Splitted:
1. The cowboy rode the leopard.
2. The leopard sweat profusely.",GP_improb
462,o1-mini,While Tom grilled the hot dog began to burn.,True,"Splitted:
1. Tom grilled the hot dog.
2. The hot dog began to burn.",GP_prob
463,o1-mini,While Tom grilled the barn began to burn.,True,"Splitted:
1. Tom grilled.
2. The barn began to burn.",GP_improb
464,o1-mini,While the architect drew the building represented modern times style.,True,"Splitted:
1. The architect drew the building.
2. The building represented modern times style.",GP_prob
465,o1-mini,While the architect drew the melody represented modern times style.,True,"1. The architect drew the melody.
2. The melody represented modern times style.",GP_improb
466,o1-mini,While the chef stirred the soup boiled over.,True,"1. The chef stirred the soup.
2. The soup boiled over.",GP_prob
467,o1-mini,While the chef stirred the acid boiled over.,True,"1. The chef stirred.
2. The acid boiled over.",GP_improb
468,o1-mini,While the tourist explored the tunnel echoed with mysterious sounds.,True,"Splitted:  
1. The tourist explored the tunnel.  
2. The tunnel echoed with mysterious sounds.",GP_prob
469,o1-mini,While the tourist explored the trunk echoed with mysterious sounds.,True,"1. The tourist explored.
2. The trunk echoed with mysterious sounds.",GP_improb
470,o1-mini,While the woman drank the water spilled on the floor.,True,"Splitted:
1. The woman drank the water.
2. The water spilled on the floor.",GP_prob
471,o1-mini,While the woman drank the mud spilled on the floor.,True,"1. The mud was spilled on the floor.
2. The woman drank the mud.",GP_improb
472,o1-mini,While the snake swallowed the frog kicked vigorously.,True,"1. The snake swallowed the frog.
2. The frog kicked vigorously.",GP_prob
473,o1-mini,While the snake swallowed the hippo kicked vigorously.,True,"Splitted:
1. The snake swallowed.
2. The hippo kicked vigorously.",GP_improb
474,o1-mini,While the lion attacked the baboon screamed in terror.,True,"Splitted:
1. The lion attacked the baboon.
2. The baboon screamed in terror.",GP_prob
475,o1-mini,While the lion attacked the penguin screamed in terror.,True,"Splitted:
1. The lion attacked.
2. The penguin screamed in terror.",GP_improb
476,o1-mini,While the maid dusted the picture tipped over.,True,"1. The maid dusted the picture.
2. The picture tipped over.",GP_prob
477,o1-mini,While the maid dusted the cow tipped over.,True,"Splitted:
1. The maid dusted.
2. The cow tipped over.",GP_improb
478,o1-mini,While the teacher counted the children formed a line.,True,"Splitted:
1. The teacher counted.
2. The children formed a line.",GP_prob
479,o1-mini,While the teacher counted the ants formed a line.,True,"1. The teacher counted the ants.
2. The ants formed a line.",GP_improb
480,o1-mini,While the champion raced the challenger stumbled and fell.,True,"1. The champion raced.
2. The challenger stumbled and fell.",GP_prob
481,o1-mini,While the champion raced the spectator stumbled and fell.,True,"Splitted:
1. The champion raced.
2. The spectator stumbled and fell.",GP_improb
482,o1-mini,While Jerry played the violin went out of tune.,True,"1. Jerry played the violin.
2. The violin went out of tune.",GP_prob
483,o1-mini,While Jerry played the speakers went out of tune.,True,"1. Jerry played.  
2. The speakers went out of tune.",GP_improb
484,o1-mini,While the girl painted the rainbow slowly faded outside.,True,"Splitted:
1. The girl painted the rainbow.
2. The rainbow slowly faded outside.",GP_prob
485,o1-mini,While the girl painted the music slowly faded outside.,True,"1. The girl painted.
2. The music slowly faded outside.",GP_improb
486,o1-mini,While Kendra parked the van bumped the curb.,True,"1. Kendra parked the van.
2. The van bumped the curb.",GP_prob
487,o1-mini,While Kendra parked the horse bumped the curb.,True,"Splitted:
1. Kendra parked.
2. The horse bumped the curb.",GP_improb
488,o1-mini,While Angela cleaned the dog stood in the yard.,True,"1. Angela cleaned.
2. The dog stood in the yard.",GP_prob
489,o1-mini,While Angela cleaned the mailman stood in the yard.,True,"Splitted:
1. Angela cleaned.
2. The mailman stood in the yard.",GP_improb
490,o1-mini,While the sailor smoked the pipe glowed brightly.,True,"Splitted:
1. The sailor smoked.
2. The pipe glowed brightly.",GP_prob
491,o1-mini,While the sailor smoked the firefly glowed brightly.,True,"Splitted:
1. The sailor smoked.
2. The firefly glowed brightly.",GP_improb
492,o1-mini,While the tourist filmed the dancer blocked the sidewalk.,True,"Splitted:
1. The tourist filmed.
2. The dancer blocked the sidewalk.",GP_prob
493,o1-mini,While the tourist filmed the trashbags blocked the sidewalk.,True,"Splitted:
1. The tourist filmed.
2. The trashbags blocked the sidewalk.",GP_improb
494,o1-mini,While the athlete wrestled the opponent shouted insults.,True,"Splitted:
1. The athlete wrestled.
2. The opponent shouted insults.",GP_prob
495,o1-mini,While the athlete wrestled the audience shouted insults.,True,"Splitted:
1. The athlete wrestled.
2. The audience shouted insults.",GP_improb
496,o1-mini,While the warrior fought the enemy retreated.,True,"Splitted:
1. The warrior fought.
2. The enemy retreated.",GP_prob
497,o1-mini,While the warrior fought the rhino retreated.,True,"Splitted:
1. The warrior fought.
2. The rhino retreated.",GP_improb
498,o1-mini,While Harry chewed the steak fell to the floor.,True,"Splitted:
1. Harry chewed.
2. The steak fell to the floor.",GP_prob
499,o1-mini,While Harry chewed the book fell to the floor.,True,"Splitted:
1. Harry chewed.
2. The book fell to the floor.",GP_improb
500,o1-mini,While Bill ate the turkey sat on the table.,True,"1. Bill ate the turkey.
2. The turkey sat on the table.",GP_prob
501,o1-mini,While Bill ate the baby sat on the table.,True,"Splitted:
1. Bill ate.
2. The baby sat on the table.",GP_improb
502,o1-mini,While Janet baked the bread rose in the oven.,True,"Splitted:
1. Janet baked the bread.
2. The bread rose in the oven.",GP_prob
503,o1-mini,While Janet baked the pressure rose in the oven.,True,"1. Janet baked.
2. The pressure rose in the oven.",GP_improb
504,o1-mini,While the public cheered the team left the restaurant.,True,"1. The public cheered.  
2. The team left the restaurant.",GP_prob
505,o1-mini,While the public cheered the rats left the restaurant.,True,"Splitted:
1. The public cheered.
2. The rats left the restaurant.",GP_improb
506,o1-mini,While the cleaner mopped the floor was filled with stains.,True,"Splitted:
1. The cleaner mopped the floor.
2. The floor was filled with stains.",GP_prob
507,o1-mini,While the cleaner mopped the ceiling was filled with stains.,True,"Splitted:
1. The cleaner mopped the ceiling.
2. The ceiling was filled with stains.",GP_improb
508,o1-mini,While the chef cooked the meal impressed the couple.,True,"Splitted:
1. The chef cooked the meal.
2. The meal impressed the couple.",GP_prob
509,o1-mini,While the chef cooked the cat impressed the couple.,True,"Splitted:
1. The chef cooked.
2. The cat impressed the couple.",GP_improb
510,o1-mini,While the child finished the homework waited on the table.,False,"Splitted:
1. The child finished the homework.
2. The child waited on the table.",GP_prob
511,o1-mini,While the child finished the tax forms waited on the table.,False,"1. The child finished the tax forms.
2. The child waited on the table.",GP_improb
512,o1-mini,While the student knitted the sweater sold to the highest bidder.,True,"Splitted:
1. The student knitted the sweater.
2. The sweater was sold to the highest bidder.",GP_prob
513,o1-mini,While the student knitted the painting sold to the highest bidder.,True,"1. The student knitted.
2. The painting was sold to the highest bidder.",GP_improb
514,o1-mini,While the astronomer observed the comet lit up the room.,True,"Splitted:
1. The astronomer observed the comet.
2. The comet lit up the room.",GP_prob
515,o1-mini,While the astronomer observed the lightbulb lit up the room.,True,"1. The astronomer observed.
2. The lightbulb lit up the room.",GP_improb
516,o1-mini,While the players started the game bored the children.,False,"Splitted:
1. The players started the game.
2. They bored the children.",GP_prob
517,o1-mini,While the players started the lesson bored the children.,False,"Splitted:
1. The players started the lesson.
2. The players bored the children.",GP_improb
