,id,age,country,practice_1,practice_2,time,selected_answer,set,sentence_type
1410,84f4b6852b229c9a225ff9d9c6cde8b8,38,uk,correct,correct,1268,incorrect,set_20,GP_prob_GP_question
1411,0e69041a0e52bdb4d55715b5d6d29806,31,UK,correct,incorrect,2858,correct,set_21,GP_improb_simple_question
1412,ebdbccf782e89bcc1133d7fa7acb6b83,64,UK,correct,correct,2521,correct,set_20,nonGP_improb_GP_question
1413,3b3265cf07cdfa19ca71ff2fbca4a0dd,50,UK,correct,correct,1283,correct,set_20,nonGP_prob_simple_question
1414,59e31d79e7213b204a806914d638b812,22,England,correct,correct,1280,incorrect,set_22,GP_improb_GP_question
1415,071c73c860bf188efc5672f6cd212372,38,United States,correct,correct,2380,correct,set_21,GP_improb_simple_question
1416,932caa7ef32a8ccad9d141492053fb5a,64,United States,correct,correct,1838,incorrect,set_21,nonGP_improb_GP_question
1417,e7213f33896a685cab27b397c2c21195,27,GB,correct,correct,2045,correct,set_20,nonGP_improb_simple_question
1418,f6108123d013fbbc6a36079836b9719f,58,USA,correct,correct,1107,correct,set_21,GP_improb_simple_question
1419,162ce852d3e498879251513cd0d801e4,63,UK,correct,correct,2605,incorrect,set_20,nonGP_prob_GP_question
1420,3888a08ad817ed4e94fa40906cd55316,22,United Kingdom,correct,correct,6000,incorrect,set_21,nonGP_improb_GP_question
1421,e3a05ac60a67561205fb1ea9452ee8d1,60,England,correct,correct,3204,incorrect,set_21,GP_prob_GP_question
1422,8053d94186d176676b15b5e4d78c29d9,31,USA,correct,incorrect,4576,correct,set_19,nonGP_prob_simple_question
1423,210dff08ac816a6baa80e048d256716f,36,USA,correct,correct,2422,incorrect,set_22,GP_prob_GP_question
1424,167fb4783ae693ee40b2753471f4f02a,42,Northern Ireland,correct,correct,3162,correct,set_19,GP_prob_simple_question
1425,438d3abfa954533ff03551a079be9b26,48,United States,correct,correct,1585,correct,set_22,nonGP_prob_simple_question
1426,c238bb37943a75304193c842d7040906,40,United Kingdom,correct,correct,2155,incorrect,set_22,GP_improb_GP_question
1427,db90dd9e7939c9ec83cf5a2bd8870399,28,United States,correct,correct,2531,correct,set_25,nonGP_improb_simple_question
1428,37deadb5393d07ab7033412819859536,54,United Kingdom,correct,correct,1698,correct,set_23,GP_improb_simple_question
1429,47c1e730ecae60a28a8646e7d86e41a0,44,England,correct,correct,1804,incorrect,set_23,GP_prob_GP_question
1430,c19bb1bd8a249fe9be93b5412f63e214,65,United Kingdom,correct,correct,1241,incorrect,set_23,GP_prob_GP_question
1431,9aeccf83db3530e54af7fedda9cdc2ea,49,United Kingdom,correct,correct,2374,correct,set_24,GP_improb_simple_question
1432,e52efc6ce5c61c75a0d67fab84c1654c,35,Australia,correct,incorrect,1032,incorrect,set_23,GP_improb_GP_question
1433,be1acc6c6f02c0494ed7c926fed6d883,54,United States of America,correct,correct,2786,correct,set_22,nonGP_prob_simple_question
1434,ce8885a178aec6f57cb20eb3f7e958d1,37,United States of America,correct,correct,1174,incorrect,set_21,nonGP_improb_GP_question
1435,677f7b62ba1c6bcbf9161bea913f4d22,42,United States of America,correct,correct,1783,incorrect,set_23,GP_improb_GP_question
1436,e0749a2c802c7aeea68620457d576a47,55,United states of america,correct,correct,3673,correct,set_20,nonGP_improb_simple_question
1437,508e7aed55707d958d48962164456ad1,59,United Kingdom,correct,correct,1408,incorrect,set_23,nonGP_prob_GP_question
1438,d75974b72b07ef677a4faf5d6119a4f5,64,uk,correct,correct,2450,correct,set_25,GP_prob_simple_question
1439,e0dfdf5be694b8fde7e8b89d5197d1f7,39,USA,correct,correct,1578,correct,set_25,GP_prob_simple_question
1440,930c61748384294cff9c7ddcaeda4077,53,UK,correct,correct,1191,correct,set_25,nonGP_prob_simple_question
1441,22c9a5e0edeab161a28c33aad37ce81c,55,United States,correct,correct,2012,correct,set_24,GP_improb_simple_question
1442,11fc22f9d212e90a8c049afef35e2506,24,United States of America ,correct,correct,3566,incorrect,set_11,nonGP_improb_GP_question
1443,ccb939010723e3f714ea4e3229a53614,33,United Kingdom,correct,correct,2550,correct,set_24,nonGP_prob_simple_question
1444,20e4b878376a64078a1e609607810fcf,29,England,correct,correct,1801,incorrect,set_43,nonGP_improb_GP_question
1445,b7f429d887d9f57410c2b9d3817ec01b,45,United Kingdom,correct,correct,979,incorrect,set_25,nonGP_improb_simple_question
1446,a36a36df2c44005dd22e12e18e0f980e,44,United Kingdom,correct,correct,1198,correct,set_25,nonGP_improb_simple_question
1447,446aaaf45dad5a99fa7cdfddc4e6d563,45,UK,correct,correct,2334,incorrect,set_23,nonGP_improb_GP_question
1448,d0872419dd5cd26bdde827ee84efe1d4,28,United Kingdom,correct,correct,1099,correct,set_25,nonGP_improb_simple_question
1449,2a804d139cdf81499a2a334e53707a3b,56,United Kingdom,correct,correct,1701,correct,set_23,nonGP_improb_simple_question
1450,cb39384d231feb9266f2d0f7ab1f730f,25,uk,correct,correct,1255,correct,set_26,GP_prob_simple_question
1451,de5b5b221f18fe160dfb9f3a047d25e5,38,usa,correct,correct,1118,correct,set_23,nonGP_improb_simple_question
1452,18296f779a044c12311df2abea78ce3f,39,United Kingdom,correct,correct,1528,correct,set_25,nonGP_improb_simple_question
1453,34f2c7870289097f082d40a5467e145f,34,United Kingdom,correct,correct,1274,correct,set_26,GP_improb_simple_question
1454,25e62639af819f90b68bb248f4c4a55b,68,UK,correct,correct,3240,incorrect,set_23,nonGP_improb_GP_question
1455,29f64ff6c024693c3c5cde1c185f2414,59,United Kingdom,correct,correct,2761,correct,set_24,GP_prob_GP_question
1456,876432d3f726adb5bf64db55fcb13150,46,united state of america,correct,incorrect,1111,incorrect,set_25,GP_improb_GP_question
1457,d1c48b23dacda8c9b98a13473d6ec766,23,uk,correct,correct,1296,incorrect,set_27,GP_prob_GP_question
1458,7c57a784bd5bc39d688db53761e647df,29,USA,correct,correct,1204,correct,set_23,nonGP_improb_simple_question
1459,2b7bbeb05685e7b05d536b5999d143ec,44,UK,correct,correct,2709,correct,set_26,nonGP_improb_GP_question
1460,681bea931cc424506092ae009d279382,27,United States of America ,correct,correct,2102,correct,set_22,nonGP_improb_simple_question
1461,3eec567f014a0bb3909cc71d91806d7a,65,USA,correct,correct,1297,correct,set_23,nonGP_prob_simple_question
1462,26058a9b84cd508d69ad89010938aea8,25,UK,correct,correct,1847,incorrect,set_12,GP_prob_GP_question
1463,58fbfaa93014cbeddddc87072308c757,64,United Kingdom,correct,correct,4041,correct,set_25,nonGP_improb_simple_question
1464,a68a38ef0a1248ed216dc33687a8594f,34,UK,correct,correct,2552,correct,set_26,GP_improb_GP_question
1465,9d7c318a9aeba336844aa964fab980e6,61,United Kingdom,correct,correct,2199,incorrect,set_28,nonGP_prob_GP_question
1466,090c5f5b709825ecc5c5fde467b5ec85,25,USA,correct,correct,3373,incorrect,set_30,GP_prob_GP_question
1467,9c6f21c594f8c929160971e8effb5719,27,United States Of America,correct,incorrect,2813,correct,set_25,GP_prob_simple_question
1468,61b7f1a1c1cc7bbb35958d4c7c72822e,52,UK,correct,correct,3003,correct,set_26,GP_improb_GP_question
1469,fae0a66ccc89ff640c3a4ae26bdae3a9,44,India,correct,correct,1968,correct,set_29,nonGP_prob_simple_question
1470,29877e4347748bba275bbf135472d55b,46,United States,correct,correct,1263,correct,set_31,nonGP_prob_simple_question
1471,62d4107135fcd8154d2bd61ebf46bdb6,29,USA,correct,correct,1568,correct,set_27,nonGP_prob_simple_question
1472,a0a8dd2763a52977fe242184a89ae103,27,GB,correct,correct,1720,correct,set_26,nonGP_prob_simple_question
1473,bee2527939b8f18ff85784500c7bd47e,31,United Kingdom,correct,correct,1988,correct,set_25,nonGP_improb_simple_question
1474,b15c17dcda9053d051ababec4069f51b,48,United States,correct,correct,2585,incorrect,set_29,nonGP_prob_GP_question
1475,430578896494621b79abe237c1c1b0f8,59,United Kingdom,correct,correct,2682,correct,set_28,GP_improb_simple_question
1476,059eb2c2372602684388265f99721742,25,USA,correct,correct,1796,incorrect,set_23,nonGP_improb_GP_question
1477,712f4c1b1863e80baf95a045ac47d629,29,UK,correct,incorrect,1837,correct,set_30,nonGP_prob_simple_question
1478,bb2754b8ea51ba1e9f8519d81f33884d,74,United Kingdom,correct,correct,1340,correct,set_30,nonGP_prob_simple_question
1479,5d910198a6b4074a2968b4a351e0cf90,25,USA,correct,correct,6000,incorrect,set_20,nonGP_prob_GP_question
1480,1d65e315b37b504842bb66ad8a255328,25,USA,correct,incorrect,1272,correct,set_31,nonGP_prob_simple_question
1481,f898373a391d9047b00960d99021ea12,59,United Kingdom,correct,correct,1651,correct,set_30,GP_prob_simple_question
1482,86b87d208e53752a404630f699d5cca3,25,United Kingdom,correct,incorrect,943,correct,set_30,nonGP_prob_simple_question
1483,0d915567208b414ef22c05b45b203a79,71,USA,correct,correct,6000,incorrect,set_28,GP_prob_GP_question
1484,5d1a2ca5b1ac0b1995f6ec6053251381,22,England,correct,correct,1246,correct,set_32,GP_prob_simple_question
1485,1b6e17f92898b5cd90fc18d1830a3e96,29,UK,correct,correct,4504,correct,set_32,GP_prob_simple_question
1486,4cfb233f4345e0b6ee1608a8844ca30b,31,UK,correct,correct,2408,correct,set_31,nonGP_improb_GP_question
1487,b3026c8a8e7f48e9388b2cb7c5bdd907,47,UK,correct,correct,2220,correct,set_31,GP_improb_simple_question
1488,19eaabd726ebf0f6add75fead3210ebf,31,UK,correct,correct,3583,incorrect,set_32,GP_prob_GP_question
1489,c9542f71bced9fa6c224240a4f7ee314,42,UK,correct,correct,1335,correct,set_32,GP_prob_simple_question
1490,01fddbf2f2d5247212138464739f6531,33,United States of America,correct,correct,1394,correct,set_30,nonGP_prob_simple_question
1491,c2345d27d294c563d6d7fe36642d7c6c,43,United States,incorrect,correct,1637,correct,set_30,nonGP_improb_simple_question
1492,6b31d17ca3b9a7a8ce0f8243d882924a,20,UK,correct,correct,1879,incorrect,set_32,GP_prob_GP_question
1493,9b47a1d80f0f4ae88ffa0bb5eeaae4be,27,United Kingdom,correct,correct,3049,correct,set_32,GP_prob_GP_question
1494,4bcd88e53be27f1b0c947cbb264a576f,25,UK,correct,correct,3533,correct,set_32,GP_improb_GP_question
1495,988a09aa2a474d0692ff96406026c523,51,USA,correct,correct,2417,incorrect,set_25,GP_improb_GP_question
1496,cdf0e332ed1f4a7a722a77ab3cb5e299,36,US,correct,correct,820,correct,set_32,nonGP_improb_simple_question
1497,ede49db77c817c6272cc2fc298d280db,26,United States of America,correct,correct,2825,correct,set_32,nonGP_improb_simple_question
1498,524d4f80435f18a2b85e8d82529297ff,40,uk,correct,correct,2192,correct,set_32,GP_prob_GP_question
1499,3738645210bace01e1d6a8210db4b171,63,England,incorrect,incorrect,2205,correct,set_32,GP_improb_GP_question
1500,bf5fa2ce566c896664ecacb81fee1812,60,USA,incorrect,correct,1898,correct,set_32,GP_prob_simple_question
1501,2406ca7427d28f8f699890a6e71638be,68,UK,correct,correct,2516,correct,set_33,GP_improb_GP_question
1502,706092680bdbdd37a3d54922b780abe1,49,USA,correct,correct,1653,correct,set_33,nonGP_prob_simple_question
1503,1c399cf0d1a5de30bd8fb8c7f4b1aeaf,28,United Kingdom,correct,correct,1744,correct,set_34,GP_improb_simple_question
1504,f4807d0839a6c68f83545901ed60c48c,41,UK,correct,correct,1144,correct,set_30,nonGP_prob_simple_question
1505,a780e727830ad1870f51d524686e9070,25,United Kingdom,correct,correct,1756,correct,set_34,nonGP_prob_simple_question
1506,e06b8f4006614cf5f23fb958995a1f17,59,United Kingdom,correct,correct,1229,correct,set_33,GP_improb_simple_question
1507,3c53a5f653865f26f732a8dcb9e27cc1,68,usa,correct,correct,3546,correct,set_34,GP_improb_simple_question
1508,2dd3652a6d81891b39bb2d037580620c,21,USA,correct,correct,1367,incorrect,set_26,GP_improb_GP_question
1509,543043b4cba994ce3c865c313975be50,29,UK,correct,correct,1901,correct,set_34,nonGP_prob_simple_question
1510,4ca071f4a3b4deed46f5ee949d2377ed,45,United Kingdom,correct,correct,1098,correct,set_33,GP_prob_simple_question
1511,68285052f32dfbef106b327d5c94ae64,41,United Kingdom,correct,correct,1462,incorrect,set_34,GP_prob_GP_question
1512,94d563ee3a43c7b418ffd3b4847ce0a2,58,United States,correct,correct,3214,correct,set_33,GP_prob_simple_question
1513,e4b8b466241a5f0e27e057a265f24805,29,Indonesia,correct,correct,3570,correct,set_34,GP_prob_simple_question
1514,dc65e87f2b5ddb696e9bbb65d4427a8d,77,united states,correct,correct,3107,correct,set_33,nonGP_improb_simple_question
1515,2cdfd9b3f5de6c2869c8145010c6283f,44,United Kingdom,correct,correct,6000,incorrect,set_32,GP_improb_GP_question
1516,75d99de72cb2bf54bd08abc4badf7736,51,USA,incorrect,correct,2219,correct,set_34,nonGP_prob_simple_question
1517,c95095011c0187a50e6cdbf667457e77,53,England,correct,correct,4734,correct,set_33,nonGP_improb_GP_question
1518,3e6c46d0ec5f757d90bdd819307bb089,42,USA,incorrect,correct,1165,correct,set_31,nonGP_improb_GP_question
1519,bb1d80238ceaba829c569674e5d2f4b7,46,United States,correct,correct,3438,correct,set_35,GP_prob_simple_question
1520,b82c666639a57e3e684f16dd494258d6,63,United Kingdom,correct,correct,4769,correct,set_32,GP_improb_simple_question
1521,ec2c842edda594da9d868d8206900456,42,US,correct,correct,1379,correct,set_35,nonGP_prob_simple_question
1522,7971153971c83b0ea31976663012cc5d,38,United States,correct,correct,1747,incorrect,set_34,GP_prob_GP_question
1523,604a877159310b91fef8d6842d7d032f,60,UK,correct,correct,1239,correct,set_34,nonGP_improb_simple_question
1524,672b28191a1746b9bcdce48eaeeb216a,57,uk,correct,correct,1782,correct,set_35,GP_prob_GP_question
1525,a5eeae1601bdc39729dd28da2e6ba8ea,23,USA,correct,correct,1384,correct,set_36,nonGP_prob_simple_question
1526,2c58d883fb817011632c630cd48fd02e,59,USA,correct,correct,2145,correct,set_34,nonGP_improb_simple_question
1527,056422ffbb15819dbf39acfa85105ab4,39,Scotland,correct,correct,2615,correct,set_35,nonGP_prob_simple_question
1528,39c1b0ad5ab2fdd4b2005092cd5772d0,25,GHANA,incorrect,incorrect,6000,incorrect,set_33,GP_improb_GP_question
1529,b34ec433d677ceae6ab4187d6f51bc6c,49,uk,correct,correct,6000,incorrect,set_35,GP_prob_simple_question
1530,993ff9d699094496382b57b9daa9cee9,28,United Kingdom,correct,correct,1152,correct,set_36,nonGP_prob_simple_question
1531,1ac80c38a3778bb91e63df36410b5bce,34,United States of America,correct,correct,2597,incorrect,set_34,GP_prob_GP_question
1532,4cb897c75521767c30f11a6d2a507335,35,UK,correct,correct,2368,correct,set_37,nonGP_improb_GP_question
1533,1d64becc3a4cdf96a6950710f0e7df60,24,USA,correct,correct,2317,correct,set_36,nonGP_prob_simple_question
1534,e9e7bba565f12c23d0910f8a86e45243,46,USA,correct,correct,2623,correct,set_36,GP_prob_simple_question
1535,4cc1eed8ccbac1542a3e2659182f22b5,35,United Kingdom,correct,correct,2608,correct,set_36,GP_improb_GP_question
1536,91e8d87b97f1c14ea617c8cef671e7be,38,uk,correct,correct,1755,correct,set_38,GP_prob_simple_question
1537,fa1c3baf17c2d73772b815a25ef3978c,40,USA,correct,correct,3107,incorrect,set_37,GP_improb_simple_question
1538,21944b24784cb1ecfdf35a3b1001add8,69,U.S. A.,correct,correct,2545,correct,set_35,nonGP_improb_GP_question
1539,115ed00af486dc15851357bd63693bec,48,UK,correct,correct,5289,correct,set_35,nonGP_improb_GP_question
1540,7b91bc4d58509247b67f9ddaead89d00,68,United Kingdom,correct,correct,2469,correct,set_36,nonGP_prob_simple_question
1541,9ad89465b1dd40d3f4772b834b152695,49,United States,correct,correct,1863,correct,set_36,nonGP_prob_simple_question
1542,7a9ee8fa2b740e91fe6d7908276b4e91,46,United Kingdom,correct,correct,1886,correct,set_38,GP_improb_simple_question
1543,8c8ff257a10d8564e526a13a77f2a4e4,32,UK,correct,correct,2225,correct,set_38,nonGP_prob_GP_question
1544,8871dcd7c9f091dfa37bddd2686fd8c4,41,United Kingdom,correct,correct,2342,correct,set_38,GP_improb_simple_question
1545,ff11dcf465804bebe4174536eaea4769,53,UK,correct,correct,2176,correct,set_39,GP_prob_simple_question
1546,e151acc4388f98536f1e69b6bfd3795e,40,uk,correct,correct,3070,incorrect,set_36,nonGP_prob_GP_question
1547,ed9aa6ad6178603d5c0dd236bff36a3d,30,United States,correct,correct,1649,correct,set_39,GP_prob_simple_question
1548,0735480579314705054c5187d739e23d,53,USA,correct,correct,1635,incorrect,set_39,GP_improb_GP_question
1549,ef1d1fde53597ebbce515667ad3dd657,53,England,correct,correct,2237,correct,set_38,GP_improb_GP_question
1550,826ff85cf862fcbdfa9e795863253d15,46,United States,correct,correct,1374,correct,set_38,GP_improb_simple_question
1551,9fa70ab0d6de38865ff5d4afccd30916,35,USA,correct,correct,1643,correct,set_39,GP_improb_simple_question
1552,eff260d52c555ff10656eef4c2b26d2b,63,UK,correct,correct,2663,correct,set_38,nonGP_improb_GP_question
1553,1e3eda141f36f08af41fa965fd999a14,44,uk,correct,correct,2111,correct,set_38,nonGP_prob_GP_question
1554,7f4c4bf96fedd24f5db13a55bac51b8e,28,UK,correct,correct,606,incorrect,set_39,GP_improb_GP_question
1555,71bc87f01ea2fc03bfa9bb01d340e3a8,47,United Kingdom,correct,correct,1474,incorrect,set_35,nonGP_improb_GP_question
1556,46db44234d330bbf2934146749e0f73c,42,United Kingdom,correct,correct,2252,incorrect,set_39,GP_prob_GP_question
1557,6deee36a29e185110f96c7ec32c1030a,28,USA,correct,correct,2519,correct,set_35,GP_prob_GP_question
1558,36b7c8140df62855b710fcbd2bdf54aa,67,UK,incorrect,correct,1057,correct,set_36,nonGP_prob_simple_question
1559,7dfc65de89812f18bd1bed0480cb06d0,44,USA,correct,correct,1210,correct,set_39,nonGP_improb_simple_question
1560,5d8d296035859212e55848d2951ed4a3,49,USA,correct,correct,2359,incorrect,set_39,GP_improb_GP_question
1561,bcff57c270ccd7a0af2a5c2ce2e99bb0,24,United States,correct,correct,1816,correct,set_38,GP_prob_simple_question
1562,3fa381928fc8765fa05f6c11a919b6b3,24,Great Britain,correct,correct,2290,incorrect,set_40,GP_prob_GP_question
1563,e1f58e124c37a9f2640ad7f1c34132ab,24,United Kingdom,correct,correct,928,correct,set_40,nonGP_improb_simple_question
1564,1db3dfee731cc90d0696a58c6c435e53,62,UK,correct,correct,3035,incorrect,set_40,GP_prob_GP_question
1565,050447c764135e03c6810a8c49d4fb1c,40,United States,correct,correct,2238,correct,set_38,nonGP_improb_GP_question
1566,05d31dd9d71c09a3bf31e3ec7d0dac34,45,USA,correct,correct,4246,incorrect,set_41,nonGP_improb_GP_question
1567,78731f3fe513e0cbdb50d69b1d58510a,34,United States,correct,correct,2135,correct,set_40,nonGP_prob_GP_question
1568,8c6dd6afdd52a6ef23d5a2a8f6943c5a,48,uk,correct,correct,1893,correct,set_41,nonGP_prob_simple_question
1569,7b028f4f56b309923dd57339e5dc1c21,57,United Kingdom,correct,incorrect,6000,incorrect,set_41,nonGP_improb_GP_question
1570,5842504b756eef8ed0f931a873551bd8,37,USA,correct,correct,1951,incorrect,set_35,GP_prob_simple_question
1571,11b0874b15f8253359ed418a07ba08f8,20,england,correct,correct,4653,correct,set_42,GP_improb_simple_question
1572,cdbd1ef9f8e43503f7196847b0599b6d,43,uk,correct,correct,1376,incorrect,set_40,nonGP_prob_GP_question
1573,101d13de75bacde95ec3af3f02b2e254,65,United States of America,correct,incorrect,2193,incorrect,set_40,nonGP_prob_GP_question
1574,2823a255eac4172f4e2b8ef20e7435b6,61,United Kingdom,correct,correct,2893,incorrect,set_40,nonGP_prob_GP_question
1575,082abf1d473594534f591bbbaf1b72bb,34,United Kingdom,correct,correct,2349,correct,set_40,nonGP_prob_simple_question
1576,c5ec0bfbe10f125cab98d2cf7209e361,24,United states,incorrect,incorrect,2600,incorrect,set_41,nonGP_improb_GP_question
1577,51613ccf002f5d2a41690700b1af0032,29,United States,correct,correct,1952,correct,set_42,GP_prob_simple_question
1578,1e9b3efb32f760a9d8b8f14beefc866e,24,scotland,correct,correct,1746,incorrect,set_42,GP_improb_GP_question
1579,ad1e66590a8d3c406e5e65cfccff5832,24,United States,correct,correct,3275,correct,set_42,GP_improb_GP_question
1580,46c08fe9134aef52de9c31958e4836a2,19,United Kingdom,correct,correct,1559,correct,set_42,nonGP_improb_simple_question
1581,11953e89671b18020b1d4ed8a7cd51f3,41,United Kingdom,correct,correct,1768,correct,set_43,GP_prob_simple_question
1582,477279325f62d6e6eab2bb5f3a20060d,21,United Kingdom,correct,correct,2272,correct,set_43,GP_prob_simple_question
1583,c5b5f268b9820ec45f2d278507ffdc86,33,UK,correct,correct,3855,correct,set_40,GP_prob_GP_question
1584,2891b8eb2ecdd64252eedc4e1874ef35,69,United Kingdom,correct,correct,6000,incorrect,set_43,nonGP_improb_GP_question
1585,21387ca86fdf45eb9b6de5efc15595ee,67,England,correct,correct,3602,correct,set_44,GP_improb_simple_question
1586,496081636ac3d96a59e8d56f300ead2f,26,UK,correct,correct,1494,correct,set_32,GP_prob_simple_question
1587,f5d138be427346a7ae1dc3c3f8f26da1,29,UK,correct,correct,2482,correct,set_44,nonGP_improb_GP_question
1588,6d3a2c19935d0b81bfd094903bb06f33,33,UK,correct,correct,1377,correct,set_44,GP_prob_simple_question
1589,2408c53175234f95de3ab33edbb513d6,43,UK,correct,incorrect,1494,correct,set_43,GP_prob_simple_question
1590,cd000ee3d6d9c753b7a596e62328a183,68,United States,correct,correct,3994,incorrect,set_43,nonGP_improb_GP_question
1591,9c8b7dc42c6b2591e4dbde19b0a3a673,78,uk,correct,correct,2373,incorrect,set_44,nonGP_prob_GP_question
1592,739f6b4db7e62874ff548a3acd059127,57,United Kingdom,correct,correct,2210,incorrect,set_45,GP_prob_GP_question
1593,cd6f23d621c3cb444fe9d0369e23555b,30,USA,correct,correct,1595,correct,set_45,nonGP_improb_simple_question
1594,55ebe521e8b1adbe602bf864b82dea92,19,United Kingdom,correct,correct,3115,correct,set_44,nonGP_improb_simple_question
1595,544250e64dcdd241a536f6184a021d3e,36,United States,correct,correct,1201,incorrect,set_45,GP_improb_GP_question
1596,d459e727b09666abd4b91b6aac44de0d,47,GB,correct,correct,1855,incorrect,set_45,GP_improb_GP_question
1597,f9e58b01ab9439aac15dce0159b1bc5d,42,UK,correct,correct,2284,correct,set_44,nonGP_prob_GP_question
1598,5aee95b8eb59820279e3bce9c8ee1bfe,64,UK,correct,correct,1517,correct,set_44,nonGP_improb_simple_question
1599,14a509504138d181e93fbe3c17806be3,56,UK,correct,correct,1989,correct,set_10,GP_prob_simple_question
1600,756d5d69176971e8c91e608c6c424a6f,50,United States,correct,correct,4533,correct,set_45,GP_improb_GP_question
1601,b848ade010eae34325ed466c7d590816,46,United Kingdom,incorrect,correct,2114,correct,set_10,GP_prob_simple_question
1602,e8e4ee98b5391739b89b89a88394e573,23,UK,correct,correct,1039,correct,set_30,nonGP_improb_simple_question
1603,622aaac1017518b9685e10d61eefa640,42,UK,correct,correct,2730,incorrect,set_11,GP_improb_GP_question
1604,7c828758a3e195b30735f15205018bb4,30,CANADA,incorrect,incorrect,1726,correct,set_44,GP_improb_simple_question
1605,b5d182163bb5d860d25720847130ba28,40,United States,correct,correct,2971,correct,set_45,nonGP_improb_simple_question
1606,2168e1af1cd127333065d2b7db8a07b1,55,England,correct,correct,5969,incorrect,set_10,nonGP_prob_GP_question
1607,17a730bf931f8e626ade1a6db7aa31a4,65,United Kingdom,correct,correct,2069,correct,set_10,nonGP_prob_simple_question
1608,2857148b50ab1162b438917bfc293d6a,33,United Kingdom,correct,correct,2837,correct,set_11,nonGP_improb_simple_question
1609,b5a756f00243f51d6211ebeb7b9584a4,35,UK,correct,correct,1253,incorrect,set_11,nonGP_improb_GP_question
1610,1384dfa2abab888a053ca37115c89939,31,US,correct,correct,4718,correct,set_45,GP_improb_simple_question
1611,5187e715a59cffc340136582189192fc,28,United States,correct,correct,2459,correct,set_11,nonGP_improb_simple_question
1612,e0ddf50e9ff373fdfe63343a01bbdc89,52,United States,correct,correct,1547,incorrect,set_11,nonGP_improb_GP_question
1613,ce24012e3b483e893311a179c5aed805,35,Usa,incorrect,incorrect,6000,incorrect,set_11,nonGP_improb_GP_question
1614,6616b6bfcab26bf574a38732da2fb413,30,England,correct,correct,2835,correct,set_12,GP_improb_GP_question
1615,66a0d2d38a98f52f8c252437b211a742,49,US,incorrect,correct,1908,correct,set_10,GP_improb_simple_question
1616,13a5d7be65ac51ad25158e63a7b9fbd8,21,Scotland,correct,correct,789,correct,set_12,nonGP_prob_simple_question
1617,f3b1e1ac4515e4925f4b0070301a38ab,30,United Kingdom,correct,correct,2207,correct,set_12,GP_prob_simple_question
1618,60f59d570a6e380120280dd39d02eb0c,27,US,correct,correct,1600,correct,set_12,nonGP_prob_simple_question
1619,0e9e379027c3fa977034900f54fe1790,21,england,correct,correct,1790,incorrect,set_11,GP_prob_GP_question
1620,1e2abd2b3f7fe6a054a2c449cc5cc259,29,England,correct,correct,1667,correct,set_13,GP_prob_simple_question
1621,9f10da1ccb2b25c8b25e4579f1fd5d81,40,United States,correct,correct,2436,correct,set_10,GP_prob_simple_question
1622,0c55010ae6d16283e83808c5fb730e03,43,USA,incorrect,correct,3279,incorrect,set_10,nonGP_improb_GP_question
1623,652011498677e142a3e0c897698a8704,30,United Kingdom,correct,correct,3544,incorrect,set_11,nonGP_improb_GP_question
1624,0be69d65dc0a0ccf8a24b3264b0258a0,58,United States,correct,correct,1292,correct,set_12,GP_prob_simple_question
1625,4e658e9da1b9c0e049fcf037131a9ab0,33,USA,correct,correct,2379,correct,set_13,GP_prob_simple_question
1626,132d024b958a4692d6b132753cccf599,46,usa,correct,correct,1771,correct,set_12,GP_prob_simple_question
1627,a8df3b8e7f3ad717c5dd9679811f0cf3,37,UK,correct,incorrect,6000,incorrect,set_12,GP_prob_simple_question
1628,dfb1b92f5dd183086c5273067d5568cb,33,United States,correct,correct,2313,correct,set_12,nonGP_improb_GP_question
1629,511141b5603ca5a3ccf46e367fc96923,43,United Kingdom,correct,correct,4668,correct,set_12,GP_prob_simple_question
1630,41e570799ec82f1db01afb6235264c37,53,UK,correct,correct,3231,incorrect,set_11,nonGP_improb_GP_question
1631,993ccbbe85adf31b1fedf6199d761d77,56,USA,correct,correct,4807,incorrect,set_13,GP_prob_GP_question
1632,2c63513836af1c340192bac362cabdea,58,US,correct,correct,1212,incorrect,set_12,nonGP_improb_simple_question
1633,6fdf0339dd54855a3c9afe703a6d5bd7,65,us,incorrect,correct,2858,correct,set_11,GP_improb_GP_question
1634,1a77a57904be114c2448a3e98a7ee0a2,60,UK,correct,correct,2225,incorrect,set_39,GP_improb_GP_question
1635,e83399242ff45b01b79dbc8f0d31ab4b,44,United Kingdom,correct,correct,2969,incorrect,set_12,nonGP_improb_GP_question
1636,ae048cac38b8f9fbb8e47cf794fcdd1d,40,United States of America,correct,incorrect,2025,correct,set_13,GP_prob_simple_question
1637,98861c19d9ad0f78d730243e9924c4bd,45,United States,correct,correct,4098,correct,set_13,nonGP_improb_simple_question
1638,34f069b67552a62011f830630ecbdf99,32,UK,correct,correct,1239,incorrect,set_14,GP_improb_simple_question
1639,7055c71dbab8e0e86ade800ab7f4614d,44,UK,correct,correct,2670,incorrect,set_13,GP_prob_GP_question
1640,f0f779cba48689b7da9bb8d8bf3bc973,55,england,correct,correct,2949,incorrect,set_13,nonGP_improb_simple_question
1641,0ced625e822d2c49a050296bf8476eae,40,United States,correct,correct,2905,correct,set_15,GP_improb_simple_question
1642,aab3bd30a654dcf6f9e48abaacf1d915,34,uk,correct,correct,1976,incorrect,set_14,GP_improb_GP_question
