,id,age,country,practice_1,practice_2,sentence,question,set_id,sent_type,quest_type,ManipulationType,SentenceType,time,correct
1795,b37b8b634710a2b7394daba7d2baf78e,65,United Kingdom,True,True,The pressure rose in the oven while Janet baked.,Did the pressure rise in the oven?,set_33,nonGP_improb,simple_question,improb,nonGP,1352,True
1796,b93a5c4c8b4cc34e7717413d7086366b,24,U.S,True,True,While the warrior fought the enemy retreated.,Did the enemy retreat?,set_30,GP_prob,simple_question,prob,GP,1581,True
1797,f7863037c6a09dd2335505ece231f372,41,uk,True,True,While the public cheered the rats left the restaurant.,Did the public cheer the rats?,set_34,GP_improb,GP_question,improb,GP,3433,False
1798,f6fbdaf0c6db8591741073bfe2de908d,27,United Kingdom,True,True,The pressure rose in the oven while Janet baked.,Did Janet bake the pressure?,set_33,nonGP_improb,GP_question,improb,nonGP,4446,True
1799,dbe48a1e9dd5f6819b1bb25cd4799208,37,United Kingdom,True,True,While the public cheered the rats left the restaurant.,Did the public cheer the rats?,set_34,GP_improb,GP_question,improb,GP,4248,True
1800,d218cf506dc040a4f0822713a05c6c55,37,UK,True,True,While the public cheered the team left the restaurant.,Did the team leave the restaurant?,set_34,GP_prob,simple_question,prob,GP,2384,True
1801,c723385c49d316d3e3089c107e265888,54,UK,True,True,The pressure rose in the oven while Janet baked.,Did the pressure rise in the oven?,set_33,nonGP_improb,simple_question,improb,nonGP,2701,True
1802,49ef828a173b48ec6b982734f6e9a8e5,58,United Kingdom,True,True,The baby sat on the table while Bill ate.,Did Bill eat the baby?,set_32,nonGP_improb,GP_question,improb,nonGP,4168,True
1803,a88fe20be26198f79a2fb2758c06339c,29,England,True,True,The rats left the restaurant while the public cheered.,Did the rats leave the restaurant?,set_34,nonGP_improb,simple_question,improb,nonGP,1060,True
1804,43371ba7f741a731d055a367c8f7b528,33,US,True,True,The ceiling was filled with stains while the cleaner mopped.,Was the ceiling filled with stains?,set_35,nonGP_improb,simple_question,improb,nonGP,2136,True
1805,b4ae94e728733d25cae985d824d34b02,69,UK,True,True,The ceiling was filled with stains while the cleaner mopped.,Was the ceiling filled with stains?,set_35,nonGP_improb,simple_question,improb,nonGP,2431,True
1806,e2c34fd312e285126fb0fdb0d8860224,39,United Kingdom,True,True,The meal impressed the couple while the chef cooked.,Did the meal impress the couple?,set_36,nonGP_prob,simple_question,prob,nonGP,2357,True
1807,f3d4275c78ec399335345597ca0e678a,28,USA,True,True,The meal impressed the couple while the chef cooked.,Did the meal impress the couple?,set_36,nonGP_prob,simple_question,prob,nonGP,931,True
1808,b3f0532a064c44cc9a81e1e00c35bbf5,58,UK,True,True,The rats left the restaurant while the public cheered.,Did the rats leave the restaurant?,set_34,nonGP_improb,simple_question,improb,nonGP,3143,True
1809,a60f71ceb7e4adc1b44304cee8ade344,38,USA,True,True,While the cleaner mopped the floor was filled with stains.,Did the cleaner mop the floor?,set_35,GP_prob,GP_question,prob,GP,2943,False
1810,9cbbc182a0e9f810b73954ef9010891b,42,uk,True,True,The meal impressed the couple while the chef cooked.,Did the meal impress the couple?,set_36,nonGP_prob,simple_question,prob,nonGP,1190,True
1812,9dc2f98510ff9ed8a6d48da7b80cc260,51,USA,True,True,The ceiling was filled with stains while the cleaner mopped.,Was the ceiling filled with stains?,set_35,nonGP_improb,simple_question,improb,nonGP,1255,True
1813,9eb9bb48e0a3cabeab1b937ee3d5fcad,34,US,True,True,The meal impressed the couple while the chef cooked.,Did the meal impress the couple?,set_36,nonGP_prob,simple_question,prob,nonGP,1675,True
1814,560c6a4f7defb6a71a76c503c23ad70e,71,United States of America,True,True,The meal impressed the couple while the chef cooked.,Did the meal impress the couple?,set_36,nonGP_prob,simple_question,prob,nonGP,1848,True
1815,d893e861cd7f4cf302ea05b1f01d887a,34,England,True,True,The meal impressed the couple while the chef cooked.,Did the meal impress the couple?,set_36,nonGP_prob,simple_question,prob,nonGP,907,True
1816,8d6cf4269baf2e66c1732d5a68c19760,44,United Kingdom,True,True,While the child finished the homework waited on the table.,Did the child finish the homework?,set_37,GP_prob,GP_question,prob,GP,5512,True
1817,0cb3c0dd2396baab32badbc05e7d4aed,33,United Kingdom,True,True,While the cleaner mopped the ceiling was filled with stains.,Did the cleaner mop the ceiling?,set_35,GP_improb,GP_question,improb,GP,2585,True
1818,c5556586d71310dc59b5b3b159087ab1,56,UK,True,True,While the child finished the homework waited on the table.,Did the child finish the homework?,set_37,GP_prob,GP_question,prob,GP,4609,True
1819,8330974ae5bc726fe7150ebe5a3750bc,61,UK,True,True,While the child finished the tax forms waited on the table.,Did the tax forms wait on the table?,set_37,GP_improb,simple_question,improb,GP,3233,True
1820,85ec91f452aa8b5f5538ec5ff22495c5,50,UK,True,True,The homework waited on the table while the child finished.,Did the homework wait on the table?,set_37,nonGP_prob,simple_question,prob,nonGP,2447,True
1821,bd48025dec8e041f2d5541a75b3fb17f,30,United Kingdom,True,True,The cat impressed the couple while the chef cooked.,Did the chef cook the cat?,set_36,nonGP_improb,GP_question,improb,nonGP,3899,True
1822,ca38a356e3accc146dfb34573cd091ee,26,england,True,True,The homework waited on the table while the child finished.,Did the child finish the homework?,set_37,nonGP_prob,GP_question,prob,nonGP,2197,False
1823,a72686a86a8c520e4f1554fb1f5055f0,31,UK,True,True,While the student knitted the sweater sold to the highest bidder.,Did the sweater sell to the highest bidder?,set_38,GP_prob,simple_question,prob,GP,2544,True
1824,fbde689cb1c02a0a83c53ab8d3adcb17,36,USA,True,True,While the student knitted the sweater sold to the highest bidder.,Did the student knit the sweater?,set_38,GP_prob,GP_question,prob,GP,1089,False
1825,c678ad282ce1a5b76cc0c17bee4b4f86,19,Uk,True,True,While the student knitted the sweater sold to the highest bidder.,Did the sweater sell to the highest bidder?,set_38,GP_prob,simple_question,prob,GP,2801,True
1826,0dabf4d766370d2b7fc37e7c88b199f2,51,UK,True,True,The tax forms waited on the table while the child finished.,Did the child finish the tax forms?,set_37,nonGP_improb,GP_question,improb,nonGP,3012,True
1827,45d577eed3deeab125620dda56fec24e,43,United Kingdom,True,True,The sweater sold to the highest bidder while the student knitted.,Did the student knit the sweater?,set_38,nonGP_prob,GP_question,prob,nonGP,5452,True
1828,5dda99a0dd94391af3c2974ff328a9b8,60,united states,True,True,The meal impressed the couple while the chef cooked.,Did the meal impress the couple?,set_36,nonGP_prob,simple_question,prob,nonGP,927,True
1829,72527ec07ce09e0897bb2637064baffd,21,United Kingdom,True,True,While the student knitted the sweater sold to the highest bidder.,Did the sweater sell to the highest bidder?,set_38,GP_prob,simple_question,prob,GP,4260,True
1831,32d2da6397319d0705051889bf8d7606,54,uk,True,True,The meal impressed the couple while the chef cooked.,Did the meal impress the couple?,set_36,nonGP_prob,simple_question,prob,nonGP,2188,True
1832,b09166c116a9c39716278cf26a12499e,51,usa,True,True,While the public cheered the rats left the restaurant.,Did the public cheer the rats?,set_34,GP_improb,GP_question,improb,GP,6000,False
1833,8ca865c2663c5fc619d2e5e89164b66d,55,UK,True,True,The sweater sold to the highest bidder while the student knitted.,Did the sweater sell to the highest bidder?,set_38,nonGP_prob,simple_question,prob,nonGP,5426,True
1834,9e2c08132b63d849acb1e0b51084da03,29,United Kingdom,True,True,While the professor taught the puppies looked at the board.,Did the puppies look at the board?,set_41,GP_improb,simple_question,improb,GP,1642,True
1835,c1cd107d3b0718767a42c39111e624a4,60,usa,True,True,While the student knitted the painting sold to the highest bidder.,Did the student knit the painting?,set_38,GP_improb,GP_question,improb,GP,3402,False
1836,8f2992991269ddfea14fd17c6b00ea53,19,UK,True,True,The sweater sold to the highest bidder while the student knitted.,Did the student knit the sweater?,set_38,nonGP_prob,GP_question,prob,nonGP,1813,False
1837,2c4e7ca2d93cb06a8cc7ae7821d764d9,28,United Kingdom,True,True,The painting sold to the highest bidder while the student knitted.,Did the student knit the painting?,set_38,nonGP_improb,GP_question,improb,nonGP,2925,True
1838,109aee5eb49864485ce70a6638330710,40,UK,True,True,While the astronomer observed the lightbulb lit up the room.,Did the lightbulb light up the room?,set_39,GP_improb,simple_question,improb,GP,2473,True
1839,797e5fcd6c1d9b98303678c1589244e4,50,USA,True,True,The tax forms waited on the table while the child finished.,Did the child finish the tax forms?,set_37,nonGP_improb,GP_question,improb,nonGP,4913,False
1841,19ea107c06e692900fcbe66b8a9c5cc3,18,United States,True,True,While the players started the lesson bored the children.,Did the players start the lesson?,set_40,GP_improb,GP_question,improb,GP,2833,False
1843,5c3a689012111cf613a6c0c839802ab1,44,United Kingdom,True,True,While the players started the lesson bored the children.,Did the players start the lesson?,set_40,GP_improb,GP_question,improb,GP,3213,False
1844,6d6d8a8a1edaa6ed34320c7e5e450a32,30,united kingdom,True,True,The firefly glowed brightly while the sailor smoked.,Did the sailor smoke the firefly?,set_27,nonGP_improb,GP_question,improb,nonGP,2958,True
1845,ed5b3ba0ee55e8cff68c96181cfb42c4,59,uk,True,True,While the players started the game bored the children.,Did the players start the game?,set_40,GP_prob,GP_question,prob,GP,3289,True
1846,3f6daea0370cb6f07e4ee1c185066906,42,UK,True,True,The painting sold to the highest bidder while the student knitted.,Did the student knit the painting?,set_38,nonGP_improb,GP_question,improb,nonGP,1268,True
1847,3f750915d7d4747e95b3155c0eb4c38e,40,usa,True,True,While the public cheered the rats left the restaurant.,Did the public cheer the rats?,set_34,GP_improb,GP_question,improb,GP,2038,False
1848,9ee7274a065ff31245d7fb5e811369c6,46,GB,True,True,The game bored the children while the players started.,Did the players start the game?,set_40,nonGP_prob,GP_question,prob,nonGP,3259,True
1849,ee2c7e5937e7a0e4208401b9f9f6507b,27,england,True,True,The students looked at the board while the professor taught.,Did the professor teach the students?,set_41,nonGP_prob,GP_question,prob,nonGP,2919,False
1850,7675ad05c449e7fdef7e22c2dd20f803,62,United Kingdom,True,True,While the professor taught the puppies looked at the board.,Did the puppies look at the board?,set_41,GP_improb,simple_question,improb,GP,1611,True
1851,eb6392b63701788eddd26c72f7bc6522,18,United Kingdom,True,True,While the professor taught the puppies looked at the board.,Did the puppies look at the board?,set_41,GP_improb,simple_question,improb,GP,4247,True
1852,b48c3f4dbf58b141a2e814c54c001334,56,USA,True,True,The lightbulb lit up the room while the astronomer observed.,Did the lightbulb light up the room?,set_39,nonGP_improb,simple_question,improb,nonGP,1956,True
1853,f26ece973bc73bba2a7dc76d4483ee83,64,United Kingdom,True,True,The sweater sold to the highest bidder while the student knitted.,Did the student knit the sweater?,set_38,nonGP_prob,GP_question,prob,nonGP,2834,False
1854,8c1e30c36ed98321e1d7aed63802c480,45,United Kingdom,True,True,The game bored the children while the players started.,Did the game bore the children?,set_40,nonGP_prob,simple_question,prob,nonGP,1713,True
1855,dd9c7af9569ffeb42917081e9eb3d2ee,34,USA,True,True,The lesson bored the children while the players started.,Did the players start the lesson?,set_40,nonGP_improb,GP_question,improb,nonGP,3174,True
1856,ac4fd6afd434e1aee0c881cd3b713922,47,united kingdom,True,True,The puppies looked at the board while the professor taught.,Did the professor teach the puppies?,set_41,nonGP_improb,GP_question,improb,nonGP,2224,False
1857,30df7ae2037dd3961f1f848c58e15e6f,37,United Kingdom,True,True,While the players started the game bored the children.,Did the game bore the children?,set_40,GP_prob,simple_question,prob,GP,3552,False
1858,f0da91ec00ee0a18b6e6d30b752aa838,43,uk,True,True,The melody echoed through the hall while the pianist practiced.,Did the pianist practice the melody?,set_42,nonGP_prob,GP_question,prob,nonGP,2240,False
1859,46201ece5cf7d0c141fbb22a4e174193,59,UK,True,True,The puppies looked at the board while the professor taught.,Did the professor teach the puppies?,set_41,nonGP_improb,GP_question,improb,nonGP,1714,False
1862,00cfa0f6f10c2d15fe55649d1a7d0350,37,USA,True,True,The book fell to the floor while Harry chewed.,Did Harry chew the book?,set_31,nonGP_improb,GP_question,improb,nonGP,2218,True
1863,edee69e4ef7238466c0134337bc08f41,42,Briton,True,True,The melody echoed through the hall while the pianist practiced.,Did the melody echo through the hall?,set_42,nonGP_prob,simple_question,prob,nonGP,3815,True
1865,7ea701400e041d74ac1c1da7fd9e05e2,23,United States,True,True,While the couple left the hive buzzed with activity.,Did the couple leave the hive?,set_43,GP_improb,GP_question,improb,GP,1481,False
1866,2bc17272a012c187a86b0fed3f022c4d,41,United States,True,True,While the gardener harvested the tomatoes hanged on the vine.,Did the tomatoes hang on the vine?,set_44,GP_prob,simple_question,prob,GP,3237,True
1867,2b9c701a0c3e340927c742a629c671d0,54,USA,True,True,While the couple left the hive buzzed with activity.,Did the hive buzz with activity?,set_43,GP_improb,simple_question,improb,GP,3551,True
1870,10c5d1c8f029c921be30d9cd2b9240f3,35,united kingdom,True,True,The hive buzzed with activity while the couple left.,Did the hive buzz with activity?,set_43,nonGP_improb,simple_question,improb,nonGP,2178,True
1871,90ba90d04c70e3151d97db44f48681d7,56,United Kingdom,True,True,The melody echoed through the hall while the pianist practiced.,Did the pianist practice the melody?,set_42,nonGP_prob,GP_question,prob,nonGP,2594,False
1872,a728b5b9f355059a999441f78eae205a,31,USA,True,True,The hive buzzed with activity while the couple left.,Did the couple leave the hive?,set_43,nonGP_improb,GP_question,improb,nonGP,2893,False
1873,c34d05984c6b474bac4a57a29cf6d436,45,USA,True,True,The hive buzzed with activity while the couple left.,Did the hive buzz with activity?,set_43,nonGP_improb,simple_question,improb,nonGP,1462,True
1874,19ba99dd83852a138c25b70e7900813b,30,uk,True,True,The tomatoes hanged on the vine while the gardener harvested.,Did the gardener harvest the tomatoes?,set_44,nonGP_prob,GP_question,prob,nonGP,2967,False
1875,089a9934efa21b6e8ffd06781f8a35e0,21,america,True,True,While the horse pulled the cart moved silently.,Did the cart move silently?,set_45,GP_prob,simple_question,prob,GP,1928,True
1876,79a6c9fbe04af6c82baf580c94046b01,28,Kenya,True,True,The students looked at the board while the professor taught.,Did the professor teach the students?,set_41,nonGP_prob,GP_question,prob,nonGP,6000,False
1877,d85af649515d901687939327e65b3cd5,80,usa,True,True,While the horse pulled the cart moved silently.,Did the cart move silently?,set_45,GP_prob,simple_question,prob,GP,2009,True
1878,eb4d2bc6f24ab7d81d7fa790029122eb,31,United Kingdom,True,True,While the horse pulled the cart moved silently.,Did the cart move silently?,set_45,GP_prob,simple_question,prob,GP,1587,True
1879,3f8d4b0dde92cda47795bece81352406,59,usa,True,True,The cart moved silently while the horse pulled.,Did the horse pull the cart?,set_45,nonGP_prob,GP_question,prob,nonGP,3527,False
1880,c4e96230c139443d76be9da60c18f1fd,26,United Kingdom,True,True,While the horse pulled the cart moved silently.,Did the cart move silently?,set_45,GP_prob,simple_question,prob,GP,2838,True
1881,3020835345539b2ae4b08f4e6f630d6b,28,uk,True,True,While the horse pulled the submarine moved silently.,Did the submarine move silently?,set_45,GP_improb,simple_question,improb,GP,3001,True
1882,7b9ec099c7a5ebd5ad01f0172b2bc36b,51,UK,True,True,While the horse pulled the submarine moved silently.,Did the horse pull the submarine?,set_45,GP_improb,GP_question,improb,GP,2530,True
1883,c2ad10066af13b210f52848802ab83ee,31,GB,True,True,While the horse pulled the submarine moved silently.,Did the submarine move silently?,set_45,GP_improb,simple_question,improb,GP,1543,True
1884,7dac841e865cb3ad47ea47babfd7f657,65,England,True,True,The cart moved silently while the horse pulled.,Did the horse pull the cart?,set_45,nonGP_prob,GP_question,prob,nonGP,1808,False
1885,92b0421f45314ebc8557a588dd88dd5e,42,United Kingdom,True,True,While the secretary typed the memo neared completion.,Did the secretary type the memo?,set_10,GP_prob,GP_question,prob,GP,3445,False
1886,40a6de1f09b0701d7407ae9cd044af73,27,England,True,True,While the secretary typed the memo neared completion.,Did the secretary type the memo?,set_10,GP_prob,GP_question,prob,GP,2536,True
1887,213a55cfd042e29e9b527298038c7ea4,39,United Kingdom,True,True,The submarine moved silently while the horse pulled.,Did the horse pull the submarine?,set_45,nonGP_improb,GP_question,improb,nonGP,5658,False
1888,64bca86fdd89b76eb4595a01d0dadaf7,39,uk,True,True,The memo neared completion while the secretary typed.,Did the secretary type the memo?,set_10,nonGP_prob,GP_question,prob,nonGP,1126,False
1890,b733662e88385aea8ac26b943e764b98,47,uk,True,True,While the secretary typed the memo neared completion.,Did the secretary type the memo?,set_10,GP_prob,GP_question,prob,GP,6000,False
1892,8728e9df1808ea3252d6ab0fd2ecfad9,65,UK,True,True,While the secretary typed the memo neared completion.,Did the secretary type the memo?,set_10,GP_prob,GP_question,prob,GP,3245,False
1893,dd34a2b99f64a44f39c321ecd0e57e30,49,UK,True,True,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,set_10,GP_improb,GP_question,improb,GP,1359,True
1894,a3f4cecaa6d1b84e9c0080a6bfdf6254,57,USA,True,True,While the secretary typed the memo neared completion.,Did the secretary type the memo?,set_10,GP_prob,GP_question,prob,GP,4033,False
1895,ed423f5b159dd8ce4867f32ede90ad82,35,Nigeria,True,True,While the explorer paddled the canoe headed toward a waterfall.,Did the canoe head toward a waterfall?,set_11,GP_prob,simple_question,prob,GP,2610,True
1896,dcfbd4997dbd3fc5c7f67c7ada3bfb3b,52,United Kingdom,True,True,The memo neared completion while the secretary typed.,Did the secretary type the memo?,set_10,nonGP_prob,GP_question,prob,nonGP,2952,True
1898,0bf6941156e48ef1d6c8dda2c34b83dd,48,United States,True,True,The canoe headed toward a waterfall while the explorer paddled.,Did the explorer paddle the canoe?,set_11,nonGP_prob,GP_question,prob,nonGP,1796,False
1899,29088f491e7446cf84e1ae5e648f14e0,37,United Kingdom,True,True,While the cowboy rode the horse sweated profusely.,Did the cowboy ride the horse?,set_12,GP_prob,GP_question,prob,GP,3526,False
1900,c590534c32843ad327f9cc11746cdc78,59,UK,True,True,The memo neared completion while the secretary typed.,Did the memo near completion?,set_10,nonGP_prob,simple_question,prob,nonGP,2316,True
1901,68e8cca574df2563effce58ca2239d81,45,UK,True,True,While the cowboy rode the leopard sweated profusely.,Did the cowboy ride the leopard?,set_12,GP_improb,GP_question,improb,GP,3435,True
1902,e4a86b1fca18ceb66c7b8093ad8b156f,28,UK,True,True,While the cowboy rode the leopard sweated profusely.,Did the leopard sweat profusely?,set_12,GP_improb,simple_question,improb,GP,1469,True
1903,23463e62378a935d0ff67670d6b48e57,35,United Kingdom,True,True,While the cowboy rode the leopard sweated profusely.,Did the cowboy ride the leopard?,set_12,GP_improb,GP_question,improb,GP,1438,True
1904,ac0daa767ee5e309b2aa852038483dc0,36,United Kingdom,True,True,While the explorer paddled the yacht headed toward a waterfall.,Did the yacht head toward a waterfall?,set_11,GP_improb,simple_question,improb,GP,1150,True
1905,f763dfbd85b9b4eb147af719ec35f1f1,57,United States,True,True,While the explorer paddled the yacht headed toward a waterfall.,Did the yacht head toward a waterfall?,set_11,GP_improb,simple_question,improb,GP,3258,True
1906,14455c29f8d68921c439ba8f26268746,41,uk,True,True,The puppies looked at the board while the professor taught.,Did the professor teach the puppies?,set_41,nonGP_improb,GP_question,improb,nonGP,2359,False
1907,a3b495993857c044713f20ff45fd28ee,59,US,True,True,The tomatoes hanged on the vine while the gardener harvested.,Did the gardener harvest the tomatoes?,set_44,nonGP_prob,GP_question,prob,nonGP,6000,False
1908,2321e4fb38c9b4183062c77ff9a2a07c,61,UK,True,True,The horse sweated profusely while the cowboy rode.,Did the cowboy ride the horse?,set_12,nonGP_prob,GP_question,prob,nonGP,1823,False
1909,5f14b2d16a54fa01cd69b331d8a87161,26,United States,True,True,While the gardener harvested the chrysalis hanged on the vine.,Did the chrysalis hang on the vine?,set_44,GP_improb,simple_question,improb,GP,1471,True
1910,480ac582bd91a8b13a87240199654a14,52,United Kingdom,True,True,While the cowboy rode the leopard sweated profusely.,Did the cowboy ride the leopard?,set_12,GP_improb,GP_question,improb,GP,2638,False
1911,37b31f4ef6da6741fea3e23fab4a202f,55,United Kingdom,True,True,While the cowboy rode the leopard sweated profusely.,Did the cowboy ride the leopard?,set_12,GP_improb,GP_question,improb,GP,3775,False
1912,4536416a4b54362bbeaa317327c2249e,28,USA,True,True,While the explorer paddled the canoe headed toward a waterfall.,Did the canoe head toward a waterfall?,set_11,GP_prob,simple_question,prob,GP,1728,True
1913,49e8d6bd46780ecef5d0468189687ce2,51,UK,True,True,While the cowboy rode the leopard sweated profusely.,Did the cowboy ride the leopard?,set_12,GP_improb,GP_question,improb,GP,2536,True
1914,9a9f49795c4ff1944fdb2457f9a8e0b6,25,UK,True,True,The leopard sweated profusely while the cowboy rode.,Did the cowboy ride the leopard?,set_12,nonGP_improb,GP_question,improb,nonGP,5169,False
1915,e12b0f7875f12e847694b166fcd57ede,33,USA,True,True,While the architect drew the building represented modern times style.,Did the building represent modern time style?,set_14,GP_prob,simple_question,prob,GP,1709,True
1916,940eeeeca6dc1315ab8b02d4f46565e3,32,United Kingdom,True,True,The barn began to burn while Tom grilled.,Did Tom grill the barn?,set_13,nonGP_improb,GP_question,improb,nonGP,980,False
1917,fd5780bd4ca5e8fb9d33f6aff063ca84,41,USA,True,True,The barn began to burn while Tom grilled.,Did Tom grill the barn?,set_13,nonGP_improb,GP_question,improb,nonGP,2858,True
1918,5cce63a90d0195d9c6ca66f0f08eaaa0,51,USA,True,True,While Tom grilled the hot dog began to burn.,Did Tom grill the hot dog?,set_13,GP_prob,GP_question,prob,GP,1599,False
1919,911af1a3ea198c0b2cd283d0bf26f5df,30,UK,True,True,While the architect drew the building represented modern times style.,Did the architect draw the building?,set_14,GP_prob,GP_question,prob,GP,1788,False
1921,3bd33800448ef4d6493b0b40c80a9bb4,56,uk,True,True,While Tom grilled the hot dog began to burn.,Did Tom grill the hot dog?,set_13,GP_prob,GP_question,prob,GP,2584,False
1922,4b18307bf05de0878dc88908306b6a81,54,England,True,True,While the architect drew the melody represented modern times style.,Did the architect draw the melody?,set_14,GP_improb,GP_question,improb,GP,2196,True
1923,6e005344649fe71ed42022a4c8201a97,45,United Kingdom,True,True,While Tom grilled the hot dog began to burn.,Did Tom grill the hot dog?,set_13,GP_prob,GP_question,prob,GP,3380,False
1924,089bf91e0d52b3ea44cd23585e8912a6,33,United Kingdom,True,True,The melody represented modern times style while the architect drew.,Did the architect draw the melody?,set_14,nonGP_improb,GP_question,improb,nonGP,3700,False
1925,77a1e9f8f9e9eb4382444f045c125db5,27,england,True,True,The barn began to burn while Tom grilled.,Did Tom grill the barn?,set_13,nonGP_improb,GP_question,improb,nonGP,6000,False
1926,11ed0c4dedb5e00137ae4df39d7ec6ee,36,Australia,True,True,While the chef stirred the soup boiled over.,Did the chef stir the soup?,set_15,GP_prob,GP_question,prob,GP,1487,False
1927,c629810e95e06800980354cbe45d393a,33,England,True,True,While Tom grilled the hot dog began to burn.,Did Tom grill the hot dog?,set_13,GP_prob,GP_question,prob,GP,947,False
1928,6be07d44f14b39a52a97c59ee60e4252,38,England,True,True,The trunk echoed with mysterious sounds while the tourist explored.,Did the trunk echo with mysterious sounds?,set_16,nonGP_improb,simple_question,improb,nonGP,2001,True
1931,0582cb10219053f4bd87dad9ce484755,46,UK,True,True,The soup boiled over while the chef stirred.,Did the chef stir the soup?,set_15,nonGP_prob,GP_question,prob,nonGP,1273,False
1932,6572d37e599a8d7ef012ad2ebd967310,33,United Kingdom,True,True,The acid boiled over while the chef stirred.,Did the acid boil over?,set_15,nonGP_improb,simple_question,improb,nonGP,2311,True
1933,8607f218f4c3cb9d21885b792138d93a,72,United Kingdom,True,True,The soup boiled over while the chef stirred.,Did the chef stir the soup?,set_15,nonGP_prob,GP_question,prob,nonGP,2819,False
1934,b4a1f28c7b2d31d6637f7e5c4bb1de8f,73,usa,True,True,The building represented modern times style while the architect drew.,Did the architect draw the building?,set_14,nonGP_prob,GP_question,prob,nonGP,2078,False
1935,16e48ad4075ce8155df5c53eb8a8e086,38,UK,True,True,While the chef stirred the acid boiled over.,Did the chef stip the acid?,set_15,GP_improb,GP_question,improb,GP,2496,True
1936,c8be3e1eec13e1e2b171fc0e69840d25,39,USA,True,True,The soup boiled over while the chef stirred.,Did the chef stir the soup?,set_15,nonGP_prob,GP_question,prob,nonGP,1996,False
1937,46b317e3976d38923610bbeb524247a8,31,uk,True,True,While the tourist explored the trunk echoed with mysterious sounds.,Did the tourist explore the trunk?,set_16,GP_improb,GP_question,improb,GP,1621,False
1938,2cfb6407319a8720a5050482b34479da,27,USA,True,True,The soup boiled over while the chef stirred.,Did the chef stir the soup?,set_15,nonGP_prob,GP_question,prob,nonGP,1368,False
1939,4677b5122d060dd076b713373008d588,40,USA,True,True,The acid boiled over while the chef stirred.,Did the acid boil over?,set_15,nonGP_improb,simple_question,improb,nonGP,955,True
1940,c90fff6ba005c9b391707526d6df6098,32,USA,True,True,While the chef stirred the soup boiled over.,Did the chef stir the soup?,set_15,GP_prob,GP_question,prob,GP,3150,False
1941,ef66b82cdf6858188fd68c0bd49269f9,50,United Kingdom,True,True,While the tourist explored the tunnel echoed with mysterious sounds.,Did the tourist explore the tunnel?,set_16,GP_prob,GP_question,prob,GP,3302,True
1942,d0aac33c86a545bfe6852173bee87339,41,USA,True,True,While the cowboy rode the leopard sweated profusely.,Did the leopard sweat profusely?,set_12,GP_improb,simple_question,improb,GP,3084,True
1944,4a117b843f106a84b95fe8d6133664a6,35,united kingdon,True,True,While the tourist explored the trunk echoed with mysterious sounds.,Did the trunk echo with mysterious sounds?,set_16,GP_improb,simple_question,improb,GP,1343,True
1945,1855578a1a5f5172a7d2963d0bb04259,43,UK,True,True,The mud spilled on the floor while the woman drank.,Did the woman drink the mud?,set_17,nonGP_improb,GP_question,improb,nonGP,3523,True
1946,431295274261762aeb0c39ef2b94c2bf,65,United Kingdom,True,True,While the woman drank the water spilled on the floor.,Did the woman drink the water?,set_17,GP_prob,GP_question,prob,GP,2672,False
1947,c75c2e7e79abedd61fa5e5cb0ab30e39,50,USA,True,True,While the woman drank the water spilled on the floor.,Did the woman drink the water?,set_17,GP_prob,GP_question,prob,GP,2298,False
1948,de0a54a33dee40d87777ab1796486aeb,64,United Kingdom,True,True,While the woman drank the water spilled on the floor.,Did the woman drink the water?,set_17,GP_prob,GP_question,prob,GP,2063,False
1949,78c95855b1e976e2d0fb9b723dc81407,38,USA,True,True,The mud spilled on the floor while the woman drank.,Did the woman drink the mud?,set_17,nonGP_improb,GP_question,improb,nonGP,1424,True
1950,dbc9f24c3128160b064c0e3b19225a83,26,UK,True,True,The frog kicked vigorously while the snake swallowed.,Did the frog kick vigorously?,set_18,nonGP_prob,simple_question,prob,nonGP,1096,True
1951,120228d81289c9100435e5d319b79407,33,USA,True,True,The tunnel echoed with mysterious sounds while the tourist explored.,Did the tourist explore the tunnel?,set_16,nonGP_prob,GP_question,prob,nonGP,1966,False
1952,15a6e8b3a46ec7fbd4c559e0d210a272,25,United Kingdom,True,True,The frog kicked vigorously while the snake swallowed.,Did the frog kick vigorously?,set_18,nonGP_prob,simple_question,prob,nonGP,1319,True
1953,e7ae034482c51b60acce8ce825ef59e3,39,USA,True,True,The hippo kicked vigorously while the snake swallowed.,Did the hippo kick vigorously?,set_18,nonGP_improb,simple_question,improb,nonGP,1632,True
1954,5943d9f72da3ea99f266299c34ca7dcf, 33,Nigerian,True,True,While the snake swallowed the frog kicked vigorously.,Did the frog kick vigorously?,set_18,GP_prob,simple_question,prob,GP,6000,False
1955,f2d0334d6968aec56708140605f71522,29,United Kingdom,True,True,The hippo kicked vigorously while the snake swallowed.,Did the snake swallow the hippo?,set_18,nonGP_improb,GP_question,improb,nonGP,2914,False
1956,0d33395c89f89225ea700f3c8e091061,20,uk,True,True,The hippo kicked vigorously while the snake swallowed.,Did the hippo kick vigorously?,set_18,nonGP_improb,simple_question,improb,nonGP,1261,True
1957,5b800a0c223a423e248ccb12dc94c1da,22,UK,True,True,The hippo kicked vigorously while the snake swallowed.,Did the snake swallow the hippo?,set_18,nonGP_improb,GP_question,improb,nonGP,1558,True
