Unnamed: 0,sentence,question,set_id,sent_type,quest_type,correct_answer,incorrect_answer,noun_subj_gp,verb_gp,noun_subj_no_gp,verb_no_gp
199,The rats left the restaurant while the public cheered.,Did the public cheer the rats?,set_34,nonGP_improb,GP_question,No,Yes,public,cheered,rats,left
200,While the cleaner mopped the floor was filled with stains.,Was the floor filled with stains?,set_35,GP_prob,simple_question,Yes,No,cleaner,mopped,floor,filled
201,While the cleaner mopped the floor was filled with stains.,Did the cleaner mop the floor?,set_35,GP_prob,GP_question,No,Yes,cleaner,mopped,floor,filled
202,While the cleaner mopped the ceiling was filled with stains.,Was the ceiling filled with stains?,set_35,GP_improb,simple_question,Yes,No,cleaner,mopped,ceiling,filled
203,While the cleaner mopped the ceiling was filled with stains.,Did the cleaner mop the ceiling?,set_35,GP_improb,GP_question,No,Yes,cleaner,mopped,ceiling,filled
204,The floor was filled with stains while the cleaner mopped.,Was the floor filled with stains?,set_35,nonGP_prob,simple_question,Yes,No,cleaner,mopped,floor,filled
205,The floor was filled with stains while the cleaner mopped.,Did the cleaner mop the floor?,set_35,nonGP_prob,GP_question,No,Yes,cleaner,mopped,floor,filled
206,The ceiling was filled with stains while the cleaner mopped.,Was the ceiling filled with stains?,set_35,nonGP_improb,simple_question,Yes,No,cleaner,mopped,ceiling,filled
207,The ceiling was filled with stains while the cleaner mopped.,Did the cleaner mop the ceiling?,set_35,nonGP_improb,GP_question,No,Yes,cleaner,mopped,ceiling,filled
208,While the chef cooked the meal impressed the couple.,Did the meal impress the couple?,set_36,GP_prob,simple_question,Yes,No,chef,cooked,meal,impressed
209,While the chef cooked the meal impressed the couple.,Did the chef cook the meal?,set_36,GP_prob,GP_question,No,Yes,chef,cooked,meal,impressed
210,While the chef cooked the cat impressed the couple.,Did the cat impress the couple?,set_36,GP_improb,simple_question,Yes,No,chef,cooked,cat,impressed
211,While the chef cooked the cat impressed the couple.,Did the chef cook the cat?,set_36,GP_improb,GP_question,No,Yes,chef,cooked,cat,impressed
212,The meal impressed the couple while the chef cooked.,Did the meal impress the couple?,set_36,nonGP_prob,simple_question,Yes,No,chef,cooked,meal,impressed
213,The meal impressed the couple while the chef cooked.,Did the chef cook the meal?,set_36,nonGP_prob,GP_question,No,Yes,chef,cooked,meal,impressed
214,The cat impressed the couple while the chef cooked.,Did the cat impress the couple?,set_36,nonGP_improb,simple_question,Yes,No,chef,cooked,cat,impressed
215,The cat impressed the couple while the chef cooked.,Did the chef cook the cat?,set_36,nonGP_improb,GP_question,No,Yes,chef,cooked,cat,impressed
216,While the child finished the homework waited on the table.,Did the homework wait on the table?,set_37,GP_prob,simple_question,Yes,No,child,finished,homework,waited
217,While the child finished the homework waited on the table.,Did the child finish the homework?,set_37,GP_prob,GP_question,No,Yes,child,finished,homework,waited
218,While the child finished the tax forms waited on the table.,Did the tax forms wait on the table?,set_37,GP_improb,simple_question,Yes,No,child,finished,tax forms,waited
219,While the child finished the tax forms waited on the table.,Did the child finish the tax forms?,set_37,GP_improb,GP_question,No,Yes,child,finished,tax forms,waited
220,The homework waited on the table while the child finished.,Did the homework wait on the table?,set_37,nonGP_prob,simple_question,Yes,No,child,finished,homework,waited
221,The homework waited on the table while the child finished.,Did the child finish the homework?,set_37,nonGP_prob,GP_question,No,Yes,child,finished,homework,waited
222,The tax forms waited on the table while the child finished.,Did the tax forms wait on the table?,set_37,nonGP_improb,simple_question,Yes,No,child,finished,tax forms,waited
223,The tax forms waited on the table while the child finished.,Did the child finish the tax forms?,set_37,nonGP_improb,GP_question,No,Yes,child,finished,tax forms,waited
224,While the student knitted the sweater sold to the highest bidder.,Did the sweater sell to the highest bidder?,set_38,GP_prob,simple_question,Yes,No,student,knitted,sweater,sold
225,While the student knitted the sweater sold to the highest bidder.,Did the student knit the sweater?,set_38,GP_prob,GP_question,No,Yes,student,knitted,sweater,sold
226,While the student knitted the painting sold to the highest bidder.,Did the painting sell to the highest bidder?,set_38,GP_improb,simple_question,Yes,No,student,knitted,painting,sold
227,While the student knitted the painting sold to the highest bidder.,Did the student knit the painting?,set_38,GP_improb,GP_question,No,Yes,student,knitted,painting,sold
228,The sweater sold to the highest bidder while the student knitted.,Did the sweater sell to the highest bidder?,set_38,nonGP_prob,simple_question,Yes,No,student,knitted,sweater,sold
229,The sweater sold to the highest bidder while the student knitted.,Did the student knit the sweater?,set_38,nonGP_prob,GP_question,No,Yes,student,knitted,sweater,sold
230,The painting sold to the highest bidder while the student knitted.,Did the painting sell to the highest bidder?,set_38,nonGP_improb,simple_question,Yes,No,student,knitted,painting,sold
231,The painting sold to the highest bidder while the student knitted.,Did the student knit the painting?,set_38,nonGP_improb,GP_question,No,Yes,student,knitted,painting,sold
232,While the astronomer observed the comet lit up the room.,Did the comet light up the room?,set_39,GP_prob,simple_question,Yes,No,astronomer,observed,comet,lit
233,While the astronomer observed the comet lit up the room.,Did the astronomer observe the comet?,set_39,GP_prob,GP_question,No,Yes,astronomer,observed,comet,lit
234,While the astronomer observed the lightbulb lit up the room.,Did the lightbulb light up the room?,set_39,GP_improb,simple_question,Yes,No,astronomer,observed,lightbulb,lit
235,While the astronomer observed the lightbulb lit up the room.,Did the astronomer observe the lightbulb?,set_39,GP_improb,GP_question,No,Yes,astronomer,observed,lightbulb,lit
236,The comet lit up the room while the astronomer observed.,Did the comet light up the room?,set_39,nonGP_prob,simple_question,Yes,No,astronomer,observed,comet,lit
237,The comet lit up the room while the astronomer observed.,Did the astronomer observe the comet?,set_39,nonGP_prob,GP_question,No,Yes,astronomer,observed,comet,lit
238,The lightbulb lit up the room while the astronomer observed.,Did the lightbulb light up the room?,set_39,nonGP_improb,simple_question,Yes,No,astronomer,observed,lightbulb,lit
239,The lightbulb lit up the room while the astronomer observed.,Did the astronomer observe the lightbulb?,set_39,nonGP_improb,GP_question,No,Yes,astronomer,observed,lightbulb,lit
240,While the players started the game bored the children.,Did the game bore the children?,set_40,GP_prob,simple_question,Yes,No,players,started,game,bored
241,While the players started the game bored the children.,Did the players start the game?,set_40,GP_prob,GP_question,No,Yes,players,started,game,bored
242,While the players started the lesson bored the children.,Did the lesson bore the children?,set_40,GP_improb,simple_question,Yes,No,players,started,lesson,bored
243,While the players started the lesson bored the children.,Did the players start the lesson?,set_40,GP_improb,GP_question,No,Yes,players,started,lesson,bored
244,The game bored the children while the players started.,Did the game bore the children?,set_40,nonGP_prob,simple_question,Yes,No,players,started,game,bored
245,The game bored the children while the players started.,Did the players start the game?,set_40,nonGP_prob,GP_question,No,Yes,players,started,game,bored
246,The lesson bored the children while the players started.,Did the lesson bore the children?,set_40,nonGP_improb,simple_question,Yes,No,players,started,lesson,bored
247,The lesson bored the children while the players started.,Did the players start the lesson?,set_40,nonGP_improb,GP_question,No,Yes,players,started,lesson,bored
248,While the professor taught the students looked at the board.,Did the students look at the board?,set_41,GP_prob,simple_question,Yes,No,professor,taught,students,looked
249,While the professor taught the students looked at the board.,Did the professor teach the students?,set_41,GP_prob,GP_question,No,Yes,professor,taught,students,looked
250,While the professor taught the puppies looked at the board.,Did the puppies look at the board?,set_41,GP_improb,simple_question,Yes,No,professor,taught,puppies,looked
251,While the professor taught the puppies looked at the board.,Did the professor teach the puppies?,set_41,GP_improb,GP_question,No,Yes,professor,taught,puppies,looked
252,The students looked at the board while the professor taught.,Did the students look at the board?,set_41,nonGP_prob,simple_question,Yes,No,professor,taught,students,looked
253,The students looked at the board while the professor taught.,Did the professor teach the students?,set_41,nonGP_prob,GP_question,No,Yes,professor,taught,students,looked
254,The puppies looked at the board while the professor taught.,Did the puppies look at the board?,set_41,nonGP_improb,simple_question,Yes,No,professor,taught,puppies,looked
255,The puppies looked at the board while the professor taught.,Did the professor teach the puppies?,set_41,nonGP_improb,GP_question,No,Yes,professor,taught,puppies,looked
256,While the pianist practiced the melody echoed through the hall.,Did the melody echo through the hall?,set_42,GP_prob,simple_question,Yes,No,pianist,practiced,melody,echoed
257,While the pianist practiced the melody echoed through the hall.,Did the pianist practice the melody?,set_42,GP_prob,GP_question,No,Yes,pianist,practiced,melody,echoed
258,While the pianist practiced the vacuum echoed through the hall.,Did the vacuum echo through the hall?,set_42,GP_improb,simple_question,Yes,No,pianist,practiced,vacuum,echoed
259,While the pianist practiced the vacuum echoed through the hall.,Did the pianist practice the vacuum?,set_42,GP_improb,GP_question,No,Yes,pianist,practiced,vacuum,echoed
260,The melody echoed through the hall while the pianist practiced.,Did the melody echo through the hall?,set_42,nonGP_prob,simple_question,Yes,No,pianist,practiced,melody,echoed
261,The melody echoed through the hall while the pianist practiced.,Did the pianist practice the melody?,set_42,nonGP_prob,GP_question,No,Yes,pianist,practiced,melody,echoed
262,The vacuum echoed through the hall while the pianist practiced.,Did the vacuum echo through the hall?,set_42,nonGP_improb,simple_question,Yes,No,pianist,practiced,vacuum,echoed
263,The vacuum echoed through the hall while the pianist practiced.,Did the pianist practice the vacuum?,set_42,nonGP_improb,GP_question,No,Yes,pianist,practiced,vacuum,echoed
264,While the couple left the bar buzzed with activity.,Did the bar buzz with activity?,set_43,GP_prob,simple_question,Yes,No,couple,left,bar,buzzed
265,While the couple left the bar buzzed with activity.,Did the couple leave the bar?,set_43,GP_prob,GP_question,No,Yes,couple,left,bar,buzzed
266,While the couple left the hive buzzed with activity.,Did the hive buzz with activity?,set_43,GP_improb,simple_question,Yes,No,couple,left,hive,buzzed
267,While the couple left the hive buzzed with activity.,Did the couple leave the hive?,set_43,GP_improb,GP_question,No,Yes,couple,left,hive,buzzed
268,The bar buzzed with activity while the couple left.,Did the bar buzz with activity?,set_43,nonGP_prob,simple_question,Yes,No,couple,left,bar,buzzed
269,The bar buzzed with activity while the couple left.,Did the couple leave the bar?,set_43,nonGP_prob,GP_question,No,Yes,couple,left,bar,buzzed
270,The hive buzzed with activity while the couple left.,Did the hive buzz with activity?,set_43,nonGP_improb,simple_question,Yes,No,couple,left,hive,buzzed
271,The hive buzzed with activity while the couple left.,Did the couple leave the hive?,set_43,nonGP_improb,GP_question,No,Yes,couple,left,hive,buzzed
272,While the gardener harvested the tomatoes hanged on the vine.,Did the tomatoes hang on the vine?,set_44,GP_prob,simple_question,Yes,No,gardener,harvested,tomatoes,hanged
273,While the gardener harvested the tomatoes hanged on the vine.,Did the gardener harvest the tomatoes?,set_44,GP_prob,GP_question,No,Yes,gardener,harvested,tomatoes,hanged
274,While the gardener harvested the chrysalis hanged on the vine.,Did the chrysalis hang on the vine?,set_44,GP_improb,simple_question,Yes,No,gardener,harvested,chrysalis,hanged
275,While the gardener harvested the chrysalis hanged on the vine.,Did the gardener harvest the chrysalis?,set_44,GP_improb,GP_question,No,Yes,gardener,harvested,chrysalis,hanged
276,The tomatoes hanged on the vine while the gardener harvested.,Did the tomatoes hang on the vine?,set_44,nonGP_prob,simple_question,Yes,No,gardener,harvested,tomatoes,hanged
277,The tomatoes hanged on the vine while the gardener harvested.,Did the gardener harvest the tomatoes?,set_44,nonGP_prob,GP_question,No,Yes,gardener,harvested,tomatoes,hanged
278,The chrysalis hanged on the vine while the gardener harvested.,Did the chrysalis hang on the vine?,set_44,nonGP_improb,simple_question,Yes,No,gardener,harvested,chrysalis,hanged
279,The chrysalis hanged on the vine while the gardener harvested.,Did the gardener harvest the chrysalis?,set_44,nonGP_improb,GP_question,No,Yes,gardener,harvested,chrysalis,hanged
280,While the horse pulled the cart moved silently.,Did the cart move silently?,set_45,GP_prob,simple_question,Yes,No,horse,pulled,cart,moved
281,While the horse pulled the cart moved silently.,Did the horse pull the cart?,set_45,GP_prob,GP_question,No,Yes,horse,pulled,cart,moved
282,While the horse pulled the submarine moved silently.,Did the submarine move silently?,set_45,GP_improb,simple_question,Yes,No,horse,pulled,submarine,moved
283,While the horse pulled the submarine moved silently.,Did the horse pull the submarine?,set_45,GP_improb,GP_question,No,Yes,horse,pulled,submarine,moved
284,The cart moved silently while the horse pulled.,Did the cart move silently?,set_45,nonGP_prob,simple_question,Yes,No,horse,pulled,cart,moved
285,The cart moved silently while the horse pulled.,Did the horse pull the cart?,set_45,nonGP_prob,GP_question,No,Yes,horse,pulled,cart,moved
286,The submarine moved silently while the horse pulled.,Did the submarine move silently?,set_45,nonGP_improb,simple_question,Yes,No,horse,pulled,submarine,moved
287,The submarine moved silently while the horse pulled.,Did the horse pull the submarine?,set_45,nonGP_improb,GP_question,No,Yes,horse,pulled,submarine,moved
288,The child giggled with delight while Jim bathed.,Did the child giggle with delight?,set_hyp5_1,nonGP_reflexive,simple_question,Yes,No,Jim,bathed,child,giggled
289,The child giggled with delight while Jim bathed.,Did Jim bathe the child?,set_hyp5_1,nonGP_reflexive,GP_question,No,Yes,Jim,bathed,child,giggled
290,The baboons sat in the grass while the chimps groomed.,Did the baboons sit in the grass?,set_hyp5_2,nonGP_reflexive,simple_question,Yes,No,chimps,groomed,baboons,sat
291,The baboons sat in the grass while the chimps groomed.,Did the chimps groom the baboons?,set_hyp5_2,nonGP_reflexive,GP_question,No,Yes,chimps,groomed,baboons,sat
292,The car sat in the driveway while Frank dried off.,Did the car sit in the driveway?,set_hyp5_3,nonGP_reflexive,simple_question,Yes,No,Frank,dried,car,sat
293,The car sat in the driveway while Frank dried off.,Did Frank dry off the car?,set_hyp5_3,nonGP_reflexive,GP_question,No,Yes,Frank,dried,car,sat
294,The neighbor coughed loudly while Betty woke up.,Did the neighbor cough loudly?,set_hyp5_4,nonGP_reflexive,simple_question,Yes,No,Betty,woke,neighbor,coughed
295,The neighbor coughed loudly while Betty woke up.,Did Betty wake up the neighbor?,set_hyp5_4,nonGP_reflexive,GP_question,No,Yes,Betty,woke,neighbor,coughed
296,The jewelry sparkled brightly while the thief hid.,Did the jewelry sparkle brightly?,set_hyp5_5,nonGP_reflexive,simple_question,Yes,No,thief,hid,jewelry,sparkled
297,The jewelry sparkled brightly while the thief hid.,Did the thief hide the jewelry?,set_hyp5_5,nonGP_reflexive,GP_question,No,Yes,thief,hid,jewelry,sparkled
298,The baby spit up on the bed while Anna dressed.,Did the baby spit up on the bed?,set_hyp5_6,nonGP_reflexive,simple_question,Yes,No,Anna,dressed,baby,spit
299,The baby spit up on the bed while Anna dressed.,Did Anna dress the baby?,set_hyp5_6,nonGP_reflexive,GP_question,No,Yes,Anna,dressed,baby,spit
300,The dog barked loudly while the boy washed.,Did the dog bark loudly?,set_hyp5_7,nonGP_reflexive,simple_question,Yes,No,boy,washed,dog,barked
301,The dog barked loudly while the boy washed.,Did the boy wash the dog?,set_hyp5_7,nonGP_reflexive,GP_question,No,Yes,boy,washed,dog,barked
302,The horse stood in the stall while the jockey settled down.,Did the horse stand in the stall?,set_hyp5_8,nonGP_reflexive,simple_question,Yes,No,jockey,settled,horse,stood
303,The horse stood in the stall while the jockey settled down.,Did the jockey settle down the horse?,set_hyp5_8,nonGP_reflexive,GP_question,No,Yes,jockey,settled,horse,stood
304,The baby cried softly while the mother undressed.,Did the baby cry softly?,set_hyp5_9,nonGP_reflexive,simple_question,Yes,No,mother,undressed,baby,cried
305,The baby cried softly while the mother undressed.,Did the mother undress the baby?,set_hyp5_9,nonGP_reflexive,GP_question,No,Yes,mother,undressed,baby,cried
306,The patient watched TV while the nurse shaved.,Did the patient watch TV?,set_hyp5_10,nonGP_reflexive,simple_question,Yes,No,nurse,shaved,patient,watched
307,The patient watched TV while the nurse shaved.,Did the nurse shave the patient?,set_hyp5_10,nonGP_reflexive,GP_question,No,Yes,nurse,shaved,patient,watched
308,The cat stared at the dog while the girl scratched.,Did the cat stare at the dog?,set_hyp5_11,nonGP_reflexive,simple_question,Yes,No,girl,scratched,cat,stared
309,The cat stared at the dog while the girl scratched.,Did the girl scratch the cat?,set_hyp5_11,nonGP_reflexive,GP_question,No,Yes,girl,scratched,cat,stared
310,The children sat on the bed while the mother calmed down.,Did the children sit on the bed?,set_hyp5_12,nonGP_reflexive,simple_question,Yes,No,mother,calmed,children,sat
311,The children sat on the bed while the mother calmed down.,Did the mother calm down the children?,set_hyp5_12,nonGP_reflexive,GP_question,No,Yes,mother,calmed,children,sat
312,The painting stood the test of time while the artist changed.,Did the painting stand the test of time?,set_hyp5_13,nonGP_reflexive,simple_question,Yes,No,artist,changed,painting,stood
313,The painting stood the test of time while the artist changed.,Did the artist change the painting?,set_hyp5_13,nonGP_reflexive,GP_question,No,Yes,artist,changed,painting,stood
314,The tomatoes invaded the garden while the child grew.,Did the tomato invade the garden?,set_hyp5_14,nonGP_reflexive,simple_question,Yes,No,child,grew,tomatoes,invaded
315,The tomatoes invaded the garden while the child grew.,Did the child grow the tomatoes?,set_hyp5_14,nonGP_reflexive,GP_question,No,Yes,child,grew,tomatoes,invaded
316,The ball kept moving across the room while the toddler rolled.,Did the ball keep moving across the room?,set_hyp5_15,nonGP_reflexive,simple_question,Yes,No,toddler,rolled,ball,kept
317,The ball kept moving across the room while the toddler rolled.,Did the toddler roll the ball?,set_hyp5_15,nonGP_reflexive,GP_question,No,Yes,toddler,rolled,ball,kept
318,The wheel made weird noises while the mechanic turned.,Did the wheel make weird noises?,set_hyp5_16,nonGP_reflexive,simple_question,Yes,No,mechanic,turned,wheel,made
319,The wheel made weird noises while the mechanic turned.,Did the mechanic turn the wheel?,set_hyp5_16,nonGP_reflexive,GP_question,No,Yes,mechanic,turned,wheel,made
320,The river stayed warm while the ice cap shrank.,Did the river stay warm?,set_hyp5_17,nonGP_reflexive,simple_question,Yes,No,ice cap,shrank,river,stayed
321,The river stayed warm while the ice cap shrank.,Did the ice cap shrink the river?,set_hyp5_17,nonGP_reflexive,GP_question,No,Yes,ice cap,shrank,river,stayed
322,The bat fell on the road while the gymnast swung.,Did the bat fall on the floor?,set_hyp5_18,nonGP_reflexive,simple_question,Yes,No,gymnast,swung,bat,fell
323,The bat fell on the road while the gymnast swung.,Did the gymnast swing the bat?,set_hyp5_18,nonGP_reflexive,GP_question,No,Yes,gymnast,swung,bat,fell
324,The athletes started the game while Bill trained.,Did the athletes start the game?,set_hyp5_19,nonGP_reflexive,simple_question,Yes,No,Bill,trained,athletes,started
325,The athletes started the game while Bill trained.,Did Bill train the athletes?,set_hyp5_19,nonGP_reflexive,GP_question,No,Yes,Bill,trained,athletes,started
326,The bone went bad while the dog moved.,Did the bone go bad?,set_hyp5_20,nonGP_reflexive,simple_question,Yes,No,dog,moved,bone,went
327,The bone went bad while the dog moved.,Did the dog move the bone?,set_hyp5_20,nonGP_reflexive,GP_question,No,Yes,dog,moved,bone,went
328,The valley kept on living quietly while the river flooded.,Did the valley keep on living quietly?,set_hyp5_21,nonGP_reflexive,simple_question,Yes,No,river,flooded,valley,kept
329,The valley kept on living quietly while the river flooded.,Did the river flood the valley?,set_hyp5_21,nonGP_reflexive,GP_question,No,Yes,river,flooded,valley,kept
330,The window moved on its axis while the log broke.,Did the window move on its axis?,set_hyp5_22,nonGP_reflexive,simple_question,Yes,No,log,broke,window,moved
331,The window moved on its axis while the log broke.,Did the log break the window?,set_hyp5_22,nonGP_reflexive,GP_question,No,Yes,log,broke,window,moved
332,The fire warmed the children while the match lit.,Did the fire warm the children?,set_hyp5_23,nonGP_reflexive,simple_question,Yes,No,match,lit,fire,warmed
333,The fire warmed the children while the match lit.,Did the match light the fire?,set_hyp5_23,nonGP_reflexive,GP_question,No,Yes,match,lit,fire,warmed
334,The boat was stranded in the ocean while the wave crashed.,Was the boat stranded in the ocean?,set_hyp5_24,nonGP_reflexive,simple_question,Yes,No,wave,crashed,boat,stranded
335,The boat was stranded in the ocean while the wave crashed.,Did the wave crash the boat?,set_hyp5_24,nonGP_reflexive,GP_question,No,Yes,wave,crashed,boat,stranded
336,While Jim bathed the child giggled with delight.,Did the child giggle with delight?,set_hyp5_1,GP_reflexive,simple_question,Yes,No,Jim,bathed,child,giggled
337,While Jim bathed the child giggled with delight.,Did Jim bathe the child?,set_hyp5_1,GP_reflexive,GP_question,No,Yes,Jim,bathed,child,giggled
338,While the chimps groomed the baboons sat in the grass.,Did the baboons sit in the grass?,set_hyp5_2,GP_reflexive,simple_question,Yes,No,chimps,groomed,baboons,sat
339,While the chimps groomed the baboons sat in the grass.,Did the chimps groom the baboons?,set_hyp5_2,GP_reflexive,GP_question,No,Yes,chimps,groomed,baboons,sat
340,While Frank dried off the car sat in the driveway.,Did the car sit in the driveway?,set_hyp5_3,GP_reflexive,simple_question,Yes,No,Frank,dried,car,sat
341,While Frank dried off the car sat in the driveway.,Did Frank dry off the car?,set_hyp5_3,GP_reflexive,GP_question,No,Yes,Frank,dried,car,sat
342,While Betty woke up the neighbor coughed loudly.,Did the neighbor cough loudly?,set_hyp5_4,GP_reflexive,simple_question,Yes,No,Betty,woke,neighbor,coughed
343,While Betty woke up the neighbor coughed loudly.,Did Betty wake up the neighbor?,set_hyp5_4,GP_reflexive,GP_question,No,Yes,Betty,woke,neighbor,coughed
344,While the thief hid the jewelry sparkled brightly.,Did the jewelry sparkle brightly?,set_hyp5_5,GP_reflexive,simple_question,Yes,No,thief,hid,jewelry,sparkled
345,While the thief hid the jewelry sparkled brightly.,Did the thief hide the jewelry?,set_hyp5_5,GP_reflexive,GP_question,No,Yes,thief,hid,jewelry,sparkled
346,While Anna dressed the baby spit up on the bed.,Did the baby spit up on the bed?,set_hyp5_6,GP_reflexive,simple_question,Yes,No,Anna,dressed,baby,spit
347,While Anna dressed the baby spit up on the bed.,Did Anna dress the baby?,set_hyp5_6,GP_reflexive,GP_question,No,Yes,Anna,dressed,baby,spit
348,While the boy washed the dog barked loudly.,Did the dog bark loudly?,set_hyp5_7,GP_reflexive,simple_question,Yes,No,boy,washed,dog,barked
349,While the boy washed the dog barked loudly.,Did the boy wash the dog?,set_hyp5_7,GP_reflexive,GP_question,No,Yes,boy,washed,dog,barked
350,While the jockey settled down the horse stood in the stall.,Did the horse stand in the stall?,set_hyp5_8,GP_reflexive,simple_question,Yes,No,jockey,settled,horse,stood
351,While the jockey settled down the horse stood in the stall.,Did the jockey settle down the horse?,set_hyp5_8,GP_reflexive,GP_question,No,Yes,jockey,settled,horse,stood
352,While the mother undressed the baby cried softly.,Did the baby cry softly?,set_hyp5_9,GP_reflexive,simple_question,Yes,No,mother,undressed,baby,cried
353,While the mother undressed the baby cried softly.,Did the mother undress the baby?,set_hyp5_9,GP_reflexive,GP_question,No,Yes,mother,undressed,baby,cried
354,While the nurse shaved the patient watched TV.,Did the patient watch TV?,set_hyp5_10,GP_reflexive,simple_question,Yes,No,nurse,shaved,patient,watched
355,While the nurse shaved the patient watched TV.,Did the nurse shave the patient?,set_hyp5_10,GP_reflexive,GP_question,No,Yes,nurse,shaved,patient,watched
356,While the girl scratched the cat stared at the dog.,Did the cat stare at the dog?,set_hyp5_11,GP_reflexive,simple_question,Yes,No,girl,scratched,cat,stared
357,While the girl scratched the cat stared at the dog.,Did the girl scratch the cat?,set_hyp5_11,GP_reflexive,GP_question,No,Yes,girl,scratched,cat,stared
358,While the mother calmed down the children sat on the bed.,Did the children sit on the bed?,set_hyp5_12,GP_reflexive,simple_question,Yes,No,mother,calmed,children,sat
359,While the mother calmed down the children sat on the bed.,Did the mother calm down the children?,set_hyp5_12,GP_reflexive,GP_question,No,Yes,mother,calmed,children,sat
360,While the artist changed the painting stood the test of time.,Did the painting stand the test of time?,set_hyp5_13,GP_reflexive,simple_question,Yes,No,artist,changed,painting,stood
361,While the artist changed the painting stood the test of time.,Did the artist change the painting?,set_hyp5_13,GP_reflexive,GP_question,No,Yes,artist,changed,painting,stood
362,While the child grew the tomatoes invaded the garden.,Did the tomato invade the garden?,set_hyp5_14,GP_reflexive,simple_question,Yes,No,child,grew,tomatoes,invaded
363,While the child grew the tomatoes invaded the garden.,Did the child grow the tomatoes?,set_hyp5_14,GP_reflexive,GP_question,No,Yes,child,grew,tomatoes,invaded
364,While the toddler rolled the ball kept moving across the room.,Did the ball keep moving across the room?,set_hyp5_15,GP_reflexive,simple_question,Yes,No,toddler,rolled,ball,kept
365,While the toddler rolled the ball kept moving across the room.,Did the toddler roll the ball?,set_hyp5_15,GP_reflexive,GP_question,No,Yes,toddler,rolled,ball,kept
366,While the mechanic turned the wheel made weird noises.,Did the wheel make weird noises?,set_hyp5_16,GP_reflexive,simple_question,Yes,No,mechanic,turned,wheel,made
367,While the mechanic turned the wheel made weird noises.,Did the mechanic turn the wheel?,set_hyp5_16,GP_reflexive,GP_question,No,Yes,mechanic,turned,wheel,made
368,While the ice cap shrank the river stayed warm.,Did the river stay warm?,set_hyp5_17,GP_reflexive,simple_question,Yes,No,ice cap,shrank,river,stayed
369,While the ice cap shrank the river stayed warm.,Did the ice cap shrink the river?,set_hyp5_17,GP_reflexive,GP_question,No,Yes,ice cap,shrank,river,stayed
370,While the gymnast swung the bat fell on the road,Did the bat fall on the floor?,set_hyp5_18,GP_reflexive,simple_question,Yes,No,gymnast,swung,bat,fell
371,While the gymnast swung the bat fell on the road,Did the gymnast swing the bat?,set_hyp5_18,GP_reflexive,GP_question,No,Yes,gymnast,swung,bat,fell
372,While Bill trained the athletes started the game.,Did the athletes start the game?,set_hyp5_19,GP_reflexive,simple_question,Yes,No,Bill,trained,athletes,started
373,While Bill trained the athletes started the game.,Did Bill train the athletes?,set_hyp5_19,GP_reflexive,GP_question,No,Yes,Bill,trained,athletes,started
374,While the dog moved the bone went bad.,Did the bone go bad?,set_hyp5_20,GP_reflexive,simple_question,Yes,No,dog,moved,bone,went
375,While the dog moved the bone went bad.,Did the dog move the bone?,set_hyp5_20,GP_reflexive,GP_question,No,Yes,dog,moved,bone,went
376,While the river flooded the valley kept on living quietly.,Did the valley keep on living quietly?,set_hyp5_21,GP_reflexive,simple_question,Yes,No,river,flooded,valley,living
377,While the river flooded the valley kept on living quietly.,Did the river flood the valley?,set_hyp5_21,GP_reflexive,GP_question,No,Yes,river,flooded,valley,living
378,While the log broke the window moved on its axis.,Did the window move on its axis?,set_hyp5_22,GP_reflexive,simple_question,Yes,No,log,broke,window,moved
379,While the log broke the window moved on its axis.,Did the log break the window?,set_hyp5_22,GP_reflexive,GP_question,No,Yes,log,broke,window,moved
380,While the match lit the fire warmed the children.,Did the fire warm the children?,set_hyp5_23,GP_reflexive,simple_question,Yes,No,match,lit,fire,warmed
381,While the match lit the fire warmed the children.,Did the match light the fire?,set_hyp5_23,GP_reflexive,GP_question,No,Yes,match,lit,fire,warmed
382,While the wave crashed the boat was stranded in the ocean.,Was the boat stranded in the ocean?,set_hyp5_24,GP_reflexive,simple_question,Yes,No,wave,crashed,boat,stranded
383,While the wave crashed the boat was stranded in the ocean.,Did the wave crash the boat?,set_hyp5_24,GP_reflexive,GP_question,No,Yes,wave,crashed,boat,stranded
384,While the man hunted the deer ran into the woods.,Did the deer run into the woods?,set_1,GP_prob,simple_question,Yes,No,man,hunted,deer,ran
385,While the man hunted the deer ran into the woods.,Did the man hunt the deer?,set_1,GP_prob,GP_question,No,Yes,man,hunted,deer,ran
386,While the man hunted the child ran into the woods.,Did the child run into the woods?,set_1,GP_improb,simple_question,Yes,No,man,hunted,child,ran
387,While the man hunted the child ran into the woods.,Did the man hunt the child?,set_1,GP_improb,GP_question,No,Yes,man,hunted,child,ran
388,The deer ran into the woods while the man hunted.,Did the deer run into the woods?,set_1,nonGP_prob,simple_question,Yes,No,man,hunted,deer,ran
389,The deer ran into the woods while the man hunted.,Did the man hunt the deer?,set_1,nonGP_prob,GP_question,No,Yes,man,hunted,deer,ran
390,The child ran into the woods while the man hunted.,Did the child run into the woods?,set_1,nonGP_improb,simple_question,Yes,No,man,hunted,child,ran
391,The child ran into the woods while the man hunted.,Did the man hunt the child?,set_1,nonGP_improb,GP_question,No,Yes,man,hunted,child,ran
392,While the skipper sailed the boat veered off course.,Did the boat veer off course?,set_2,GP_prob,simple_question,Yes,No,skipper,sailed,boat,veered
