,sentence,question,set_id,sent_type,quest_type,correct_answer,incorrect_answer
253,The students looked at the board while the professor taught.,Did the professor teach the students?,set_41,nonGP_prob,GP_question,No,Yes
254,The puppies looked at the board while the professor taught.,Did the puppies look at the board?,set_41,nonGP_improb,simple_question,Yes,No
255,The puppies looked at the board while the professor taught.,Did the professor teach the puppies?,set_41,nonGP_improb,GP_question,No,Yes
256,While the pianist practiced the melody echoed through the hall.,Did the melody echo through the hall?,set_42,GP_prob,simple_question,Yes,No
257,While the pianist practiced the melody echoed through the hall.,Did the pianist practice the melody?,set_42,GP_prob,GP_question,No,Yes
258,While the pianist practiced the vacuum echoed through the hall.,Did the vacuum echo through the hall?,set_42,GP_improb,simple_question,Yes,No
259,While the pianist practiced the vacuum echoed through the hall.,Did the pianist practice the vacuum?,set_42,GP_improb,GP_question,No,Yes
260,The melody echoed through the hall while the pianist practiced.,Did the melody echo through the hall?,set_42,nonGP_prob,simple_question,Yes,No
261,The melody echoed through the hall while the pianist practiced.,Did the pianist practice the melody?,set_42,nonGP_prob,GP_question,No,Yes
262,The vacuum echoed through the hall while the pianist practiced.,Did the vacuum echo through the hall?,set_42,nonGP_improb,simple_question,Yes,No
263,The vacuum echoed through the hall while the pianist practiced.,Did the pianist practice the vacuum?,set_42,nonGP_improb,GP_question,No,Yes
264,While the couple left the bar buzzed with activity.,Did the bar buzz with activity?,set_43,GP_prob,simple_question,Yes,No
265,While the couple left the bar buzzed with activity.,Did the couple leave the bar?,set_43,GP_prob,GP_question,No,Yes
266,While the couple left the hive buzzed with activity.,Did the hive buzz with activity?,set_43,GP_improb,simple_question,Yes,No
267,While the couple left the hive buzzed with activity.,Did the couple leave the hive?,set_43,GP_improb,GP_question,No,Yes
268,The bar buzzed with activity while the couple left.,Did the bar buzz with activity?,set_43,nonGP_prob,simple_question,Yes,No
269,The bar buzzed with activity while the couple left.,Did the couple leave the bar?,set_43,nonGP_prob,GP_question,No,Yes
270,The hive buzzed with activity while the couple left.,Did the hive buzz with activity?,set_43,nonGP_improb,simple_question,Yes,No
271,The hive buzzed with activity while the couple left.,Did the couple leave the hive?,set_43,nonGP_improb,GP_question,No,Yes
272,While the gardener harvested the tomatoes hanged on the vine.,Did the tomatoes hang on the vine?,set_44,GP_prob,simple_question,Yes,No
273,While the gardener harvested the tomatoes hanged on the vine.,Did the gardener harvest the tomatoes?,set_44,GP_prob,GP_question,No,Yes
274,While the gardener harvested the chrysalis hanged on the vine.,Did the chrysalis hang on the vine?,set_44,GP_improb,simple_question,Yes,No
275,While the gardener harvested the chrysalis hanged on the vine.,Did the gardener harvest the chrysalis?,set_44,GP_improb,GP_question,No,Yes
276,The tomatoes hanged on the vine while the gardener harvested.,Did the tomatoes hang on the vine?,set_44,nonGP_prob,simple_question,Yes,No
277,The tomatoes hanged on the vine while the gardener harvested.,Did the gardener harvest the tomatoes?,set_44,nonGP_prob,GP_question,No,Yes
278,The chrysalis hanged on the vine while the gardener harvested.,Did the chrysalis hang on the vine?,set_44,nonGP_improb,simple_question,Yes,No
279,The chrysalis hanged on the vine while the gardener harvested.,Did the gardener harvest the chrysalis?,set_44,nonGP_improb,GP_question,No,Yes
280,While the horse pulled the cart moved silently.,Did the cart move silently?,set_45,GP_prob,simple_question,Yes,No
281,While the horse pulled the cart moved silently.,Did the horse pull the cart?,set_45,GP_prob,GP_question,No,Yes
282,While the horse pulled the submarine moved silently.,Did the submarine move silently?,set_45,GP_improb,simple_question,Yes,No
283,While the horse pulled the submarine moved silently.,Did the horse pull the submarine?,set_45,GP_improb,GP_question,No,Yes
284,The cart moved silently while the horse pulled.,Did the cart move silently?,set_45,nonGP_prob,simple_question,Yes,No
285,The cart moved silently while the horse pulled.,Did the horse pull the cart?,set_45,nonGP_prob,GP_question,No,Yes
286,The submarine moved silently while the horse pulled.,Did the submarine move silently?,set_45,nonGP_improb,simple_question,Yes,No
287,The submarine moved silently while the horse pulled.,Did the horse pull the submarine?,set_45,nonGP_improb,GP_question,No,Yes
288,The child giggled with delight while Jim bathed.,Did the child giggle with delight?,set_hyp5_1,nonGP_reflexive,simple_question,Yes,No
289,The child giggled with delight while Jim bathed.,Did Jim bathe the child?,set_hyp5_1,nonGP_reflexive,GP_question,No,Yes
290,The baboons sat in the grass while the chimps groomed.,Did the baboons sit in the grass?,set_hyp5_2,nonGP_reflexive,simple_question,Yes,No
291,The baboons sat in the grass while the chimps groomed.,Did the chimps groom the baboons?,set_hyp5_2,nonGP_reflexive,GP_question,No,Yes
292,The car sat in the driveway while Frank dried off.,Did the car sit in the driveway?,set_hyp5_3,nonGP_reflexive,simple_question,Yes,No
293,The car sat in the driveway while Frank dried off.,Did Frank dry off the car?,set_hyp5_3,nonGP_reflexive,GP_question,No,Yes
294,The neighbor coughed loudly while Betty woke up.,Did the neighbor cough loudly?,set_hyp5_4,nonGP_reflexive,simple_question,Yes,No
295,The neighbor coughed loudly while Betty woke up.,Did Betty wake up the neighbor?,set_hyp5_4,nonGP_reflexive,GP_question,No,Yes
296,The jewelry sparkled brightly while the thief hid.,Did the jewelry sparkle brightly?,set_hyp5_5,nonGP_reflexive,simple_question,Yes,No
297,The jewelry sparkled brightly while the thief hid.,Did the thief hide the jewelry?,set_hyp5_5,nonGP_reflexive,GP_question,No,Yes
298,The baby spit up on the bed while Anna dressed.,Did the baby spit up on the bed?,set_hyp5_6,nonGP_reflexive,simple_question,Yes,No
299,The baby spit up on the bed while Anna dressed.,Did Anna dress the baby?,set_hyp5_6,nonGP_reflexive,GP_question,No,Yes
300,The dog barked loudly while the boy washed.,Did the dog bark loudly?,set_hyp5_7,nonGP_reflexive,simple_question,Yes,No
301,The dog barked loudly while the boy washed.,Did the boy wash the dog?,set_hyp5_7,nonGP_reflexive,GP_question,No,Yes
302,The horse stood in the stall while the jockey settled down.,Did the horse stand in the stall?,set_hyp5_8,nonGP_reflexive,simple_question,Yes,No
303,The horse stood in the stall while the jockey settled down.,Did the jockey settle down the horse?,set_hyp5_8,nonGP_reflexive,GP_question,No,Yes
304,The baby cried softly while the mother undressed.,Did the baby cry softly?,set_hyp5_9,nonGP_reflexive,simple_question,Yes,No
305,The baby cried softly while the mother undressed.,Did the mother undress the baby?,set_hyp5_9,nonGP_reflexive,GP_question,No,Yes
306,The patient watched TV while the nurse shaved.,Did the patient watch TV?,set_hyp5_10,nonGP_reflexive,simple_question,Yes,No
307,The patient watched TV while the nurse shaved.,Did the nurse shave the patient?,set_hyp5_10,nonGP_reflexive,GP_question,No,Yes
308,The cat stared at the dog while the girl scratched.,Did the cat stare at the dog?,set_hyp5_11,nonGP_reflexive,simple_question,Yes,No
309,The cat stared at the dog while the girl scratched.,Did the girl scratch the cat?,set_hyp5_11,nonGP_reflexive,GP_question,No,Yes
310,The children sat on the bed while the mother calmed down.,Did the children sit on the bed?,set_hyp5_12,nonGP_reflexive,simple_question,Yes,No
311,The children sat on the bed while the mother calmed down.,Did the mother calm down the children?,set_hyp5_12,nonGP_reflexive,GP_question,No,Yes
312,The painting stood the test of time while the artist changed.,Did the painting stand the test of time?,set_hyp5_13,nonGP_reflexive,simple_question,Yes,No
313,The painting stood the test of time while the artist changed.,Did the artist change the painting?,set_hyp5_13,nonGP_reflexive,GP_question,No,Yes
314,The tomatoes invaded the garden while the child grew.,Did the tomato invade the garden?,set_hyp5_14,nonGP_reflexive,simple_question,Yes,No
315,The tomatoes invaded the garden while the child grew.,Did the child grow the tomatoes?,set_hyp5_14,nonGP_reflexive,GP_question,No,Yes
316,The ball kept moving across the room while the toddler rolled.,Did the ball keep moving across the room?,set_hyp5_15,nonGP_reflexive,simple_question,Yes,No
317,The ball kept moving across the room while the toddler rolled.,Did the toddler roll the ball?,set_hyp5_15,nonGP_reflexive,GP_question,No,Yes
318,The wheel made weird noises while the mechanic turned.,Did the wheel make weird noises?,set_hyp5_16,nonGP_reflexive,simple_question,Yes,No
319,The wheel made weird noises while the mechanic turned.,Did the mechanic turn the wheel?,set_hyp5_16,nonGP_reflexive,GP_question,No,Yes
320,The river stayed warm while the ice cap shrank.,Did the river stay warm?,set_hyp5_17,nonGP_reflexive,simple_question,Yes,No
321,The river stayed warm while the ice cap shrank.,Did the ice cap shrink the river?,set_hyp5_17,nonGP_reflexive,GP_question,No,Yes
322,The bat fell on the road while the gymnast swung.,Did the bat fall on the floor?,set_hyp5_18,nonGP_reflexive,simple_question,Yes,No
323,The bat fell on the road while the gymnast swung.,Did the gymnast swing the bat?,set_hyp5_18,nonGP_reflexive,GP_question,No,Yes
324,The athletes started the game while Bill trained.,Did the athletes start the game?,set_hyp5_19,nonGP_reflexive,simple_question,Yes,No
325,The athletes started the game while Bill trained.,Did Bill train the athletes?,set_hyp5_19,nonGP_reflexive,GP_question,No,Yes
326,The bone went bad while the dog moved.,Did the bone go bad?,set_hyp5_20,nonGP_reflexive,simple_question,Yes,No
327,The bone went bad while the dog moved.,Did the dog move the bone?,set_hyp5_20,nonGP_reflexive,GP_question,No,Yes
328,The valley kept on living quietly while the river flooded.,Did the valley keep on living quietly?,set_hyp5_21,nonGP_reflexive,simple_question,Yes,No
329,The valley kept on living quietly while the river flooded.,Did the river flood the valley?,set_hyp5_21,nonGP_reflexive,GP_question,No,Yes
330,The window moved on its axis while the log broke.,Did the window move on its axis?,set_hyp5_22,nonGP_reflexive,simple_question,Yes,No
331,The window moved on its axis while the log broke.,Did the log break the window?,set_hyp5_22,nonGP_reflexive,GP_question,No,Yes
332,The fire warmed the children while the match lit.,Did the fire warm the children?,set_hyp5_23,nonGP_reflexive,simple_question,Yes,No
333,The fire warmed the children while the match lit.,Did the match light the fire?,set_hyp5_23,nonGP_reflexive,GP_question,No,Yes
334,The boat was stranded in the ocean while the wave crashed.,Was the boat stranded in the ocean?,set_hyp5_24,nonGP_reflexive,simple_question,Yes,No
335,The boat was stranded in the ocean while the wave crashed.,Did the wave crash the boat?,set_hyp5_24,nonGP_reflexive,GP_question,No,Yes
336,While Jim bathed the child giggled with delight.,Did the child giggle with delight?,set_hyp5_1,GP_reflexive,simple_question,Yes,No
337,While Jim bathed the child giggled with delight.,Did Jim bathe the child?,set_hyp5_1,GP_reflexive,GP_question,No,Yes
338,While the chimps groomed the baboons sat in the grass.,Did the baboons sit in the grass?,set_hyp5_2,GP_reflexive,simple_question,Yes,No
339,While the chimps groomed the baboons sat in the grass.,Did the chimps groom the baboons?,set_hyp5_2,GP_reflexive,GP_question,No,Yes
340,While Frank dried off the car sat in the driveway.,Did the car sit in the driveway?,set_hyp5_3,GP_reflexive,simple_question,Yes,No
341,While Frank dried off the car sat in the driveway.,Did Frank dry off the car?,set_hyp5_3,GP_reflexive,GP_question,No,Yes
342,While Betty woke up the neighbor coughed loudly.,Did the neighbor cough loudly?,set_hyp5_4,GP_reflexive,simple_question,Yes,No
343,While Betty woke up the neighbor coughed loudly.,Did Betty wake up the neighbor?,set_hyp5_4,GP_reflexive,GP_question,No,Yes
344,While the thief hid the jewelry sparkled brightly.,Did the jewelry sparkle brightly?,set_hyp5_5,GP_reflexive,simple_question,Yes,No
345,While the thief hid the jewelry sparkled brightly.,Did the thief hide the jewelry?,set_hyp5_5,GP_reflexive,GP_question,No,Yes
346,While Anna dressed the baby spit up on the bed.,Did the baby spit up on the bed?,set_hyp5_6,GP_reflexive,simple_question,Yes,No
347,While Anna dressed the baby spit up on the bed.,Did Anna dress the baby?,set_hyp5_6,GP_reflexive,GP_question,No,Yes
348,While the boy washed the dog barked loudly.,Did the dog bark loudly?,set_hyp5_7,GP_reflexive,simple_question,Yes,No
349,While the boy washed the dog barked loudly.,Did the boy wash the dog?,set_hyp5_7,GP_reflexive,GP_question,No,Yes
350,While the jockey settled down the horse stood in the stall.,Did the horse stand in the stall?,set_hyp5_8,GP_reflexive,simple_question,Yes,No
351,While the jockey settled down the horse stood in the stall.,Did the jockey settle down the horse?,set_hyp5_8,GP_reflexive,GP_question,No,Yes
352,While the mother undressed the baby cried softly.,Did the baby cry softly?,set_hyp5_9,GP_reflexive,simple_question,Yes,No
353,While the mother undressed the baby cried softly.,Did the mother undress the baby?,set_hyp5_9,GP_reflexive,GP_question,No,Yes
354,While the nurse shaved the patient watched TV.,Did the patient watch TV?,set_hyp5_10,GP_reflexive,simple_question,Yes,No
355,While the nurse shaved the patient watched TV.,Did the nurse shave the patient?,set_hyp5_10,GP_reflexive,GP_question,No,Yes
356,While the girl scratched the cat stared at the dog.,Did the cat stare at the dog?,set_hyp5_11,GP_reflexive,simple_question,Yes,No
357,While the girl scratched the cat stared at the dog.,Did the girl scratch the cat?,set_hyp5_11,GP_reflexive,GP_question,No,Yes
358,While the mother calmed down the children sat on the bed.,Did the children sit on the bed?,set_hyp5_12,GP_reflexive,simple_question,Yes,No
359,While the mother calmed down the children sat on the bed.,Did the mother calm down the children?,set_hyp5_12,GP_reflexive,GP_question,No,Yes
360,While the artist changed the painting stood the test of time.,Did the painting stand the test of time?,set_hyp5_13,GP_reflexive,simple_question,Yes,No
361,While the artist changed the painting stood the test of time.,Did the artist change the painting?,set_hyp5_13,GP_reflexive,GP_question,No,Yes
362,While the child grew the tomatoes invaded the garden.,Did the tomato invade the garden?,set_hyp5_14,GP_reflexive,simple_question,Yes,No
363,While the child grew the tomatoes invaded the garden.,Did the child grow the tomatoes?,set_hyp5_14,GP_reflexive,GP_question,No,Yes
364,While the toddler rolled the ball kept moving across the room.,Did the ball keep moving across the room?,set_hyp5_15,GP_reflexive,simple_question,Yes,No
365,While the toddler rolled the ball kept moving across the room.,Did the toddler roll the ball?,set_hyp5_15,GP_reflexive,GP_question,No,Yes
366,While the mechanic turned the wheel made weird noises.,Did the wheel make weird noises?,set_hyp5_16,GP_reflexive,simple_question,Yes,No
367,While the mechanic turned the wheel made weird noises.,Did the mechanic turn the wheel?,set_hyp5_16,GP_reflexive,GP_question,No,Yes
368,While the ice cap shrank the river stayed warm.,Did the river stay warm?,set_hyp5_17,GP_reflexive,simple_question,Yes,No
369,While the ice cap shrank the river stayed warm.,Did the ice cap shrink the river?,set_hyp5_17,GP_reflexive,GP_question,No,Yes
370,While the gymnast swung the bat fell on the road,Did the bat fall on the floor?,set_hyp5_18,GP_reflexive,simple_question,Yes,No
371,While the gymnast swung the bat fell on the road,Did the gymnast swing the bat?,set_hyp5_18,GP_reflexive,GP_question,No,Yes
372,While Bill trained the athletes started the game.,Did the athletes start the game?,set_hyp5_19,GP_reflexive,simple_question,Yes,No
373,While Bill trained the athletes started the game.,Did Bill train the athletes?,set_hyp5_19,GP_reflexive,GP_question,No,Yes
374,While the dog moved the bone went bad.,Did the bone go bad?,set_hyp5_20,GP_reflexive,simple_question,Yes,No
375,While the dog moved the bone went bad.,Did the dog move the bone?,set_hyp5_20,GP_reflexive,GP_question,No,Yes
376,While the river flooded the valley kept on living quietly.,Did the valley keep on living quietly?,set_hyp5_21,GP_reflexive,simple_question,Yes,No
377,While the river flooded the valley kept on living quietly.,Did the river flood the valley?,set_hyp5_21,GP_reflexive,GP_question,No,Yes
378,While the log broke the window moved on its axis.,Did the window move on its axis?,set_hyp5_22,GP_reflexive,simple_question,Yes,No
379,While the log broke the window moved on its axis.,Did the log break the window?,set_hyp5_22,GP_reflexive,GP_question,No,Yes
380,While the match lit the fire warmed the children.,Did the fire warm the children?,set_hyp5_23,GP_reflexive,simple_question,Yes,No
381,While the match lit the fire warmed the children.,Did the match light the fire?,set_hyp5_23,GP_reflexive,GP_question,No,Yes
382,While the wave crashed the boat was stranded in the ocean.,Was the boat stranded in the ocean?,set_hyp5_24,GP_reflexive,simple_question,Yes,No
383,While the wave crashed the boat was stranded in the ocean.,Did the wave crash the boat?,set_hyp5_24,GP_reflexive,GP_question,No,Yes
384,While the man hunted the deer ran into the woods.,Did the deer run into the woods?,set_1,GP_prob,simple_question,Yes,No
385,While the man hunted the deer ran into the woods.,Did the man hunt the deer?,set_1,GP_prob,GP_question,No,Yes
386,While the man hunted the child ran into the woods.,Did the child run into the woods?,set_1,GP_improb,simple_question,Yes,No
387,While the man hunted the child ran into the woods.,Did the man hunt the child?,set_1,GP_improb,GP_question,No,Yes
388,The deer ran into the woods while the man hunted.,Did the deer run into the woods?,set_1,nonGP_prob,simple_question,Yes,No
389,The deer ran into the woods while the man hunted.,Did the man hunt the deer?,set_1,nonGP_prob,GP_question,No,Yes
390,The child ran into the woods while the man hunted.,Did the child run into the woods?,set_1,nonGP_improb,simple_question,Yes,No
391,The child ran into the woods while the man hunted.,Did the man hunt the child?,set_1,nonGP_improb,GP_question,No,Yes
392,While the skipper sailed the boat veered off course.,Did the boat veer off course?,set_2,GP_prob,simple_question,Yes,No
393,While the skipper sailed the boat veered off course.,Did the skipper sail the boat?,set_2,GP_prob,GP_question,No,Yes
394,While the skipper sailed the car veered off course.,Did the car veer off course?,set_2,GP_improb,simple_question,Yes,No
395,While the skipper sailed the car veered off course.,Did the skipper sail the car?,set_2,GP_improb,GP_question,No,Yes
396,The boat veered off course while the skipper sailed.,Did the boat veer off course?,set_2,nonGP_prob,simple_question,Yes,No
397,The boat veered off course while the skipper sailed.,Did the skipper sail the boat?,set_2,nonGP_prob,GP_question,No,Yes
398,The car veered off course while the skipper sailed.,Did the car veer off course?,set_2,nonGP_improb,simple_question,Yes,No
399,The car veered off course while the skipper sailed.,Did the skipper sail the car?,set_2,nonGP_improb,GP_question,No,Yes
400,While the orchestra performed the symphony played on the radio.,Did the symphony play on the radio?,set_3,GP_prob,simple_question,Yes,No
401,While the orchestra performed the symphony played on the radio.,Did the orchestra perform the symphony?,set_3,GP_prob,GP_question,No,Yes
402,While the orchestra performed the newsflash played on the radio.,Did the newsflash play on the radio?,set_3,GP_improb,simple_question,Yes,No
403,While the orchestra performed the newsflash played on the radio.,Did the orchestra perform the newsflash?,set_3,GP_improb,GP_question,No,Yes
404,The symphony played on the radio while the orchestra performed.,Did the symphony play on the radio?,set_3,nonGP_prob,simple_question,Yes,No
405,The symphony played on the radio while the orchestra performed.,Did the orchestra perform the symphony?,set_3,nonGP_prob,GP_question,No,Yes
406,The newsflash played on the radio while the orchestra performed.,Did the newsflash play on the radio?,set_3,nonGP_improb,simple_question,Yes,No
407,The newsflash played on the radio while the orchestra performed.,Did the orchestra perform the newsflash?,set_3,nonGP_improb,GP_question,No,Yes
408,While the bridesmaid ordered the dress got delivered.,Did the dress get delivered?,set_4,GP_prob,simple_question,Yes,No
409,While the bridesmaid ordered the dress got delivered.,Did the bridesmaid order the dress?,set_4,GP_prob,GP_question,No,Yes
410,While the bridesmaid ordered the tractor got delivered.,Did the tractor get delivered?,set_4,GP_improb,simple_question,Yes,No
411,While the bridesmaid ordered the tractor got delivered.,Did the bridesmaid order the tractor?,set_4,GP_improb,GP_question,No,Yes
412,The dress got delivered while the bridesmaid ordered.,Did the dress get delivered?,set_4,nonGP_prob,simple_question,Yes,No
413,The dress got delivered while the bridesmaid ordered.,Did the bridesmaid order the dress?,set_4,nonGP_prob,GP_question,No,Yes
414,The tractor got delivered while the bridesmaid ordered.,Did the tractor get delivered?,set_4,nonGP_improb,simple_question,Yes,No
415,The tractor got delivered while the bridesmaid ordered.,Did the bridesmaid order the tractor?,set_4,nonGP_improb,GP_question,No,Yes
416,While Susan wrote the letter fell off the table.,Did the letter fall off the table?,set_5,GP_prob,simple_question,Yes,No
417,While Susan wrote the letter fell off the table.,Did Susan write the letter?,set_5,GP_prob,GP_question,No,Yes
418,While Susan wrote the Bible fell off the table.,Did the Bible fall off the table?,set_5,GP_improb,simple_question,Yes,No
419,While Susan wrote the Bible fell off the table.,Did Susan write the Bible?,set_5,GP_improb,GP_question,No,Yes
420,The letter fell off the table while Susan wrote.,Did the letter fall off the table?,set_5,nonGP_prob,simple_question,Yes,No
421,The letter fell off the table while Susan wrote.,Did Susan write the letter?,set_5,nonGP_prob,GP_question,No,Yes
422,The Bible fell off the table while Susan wrote.,Did the Bible fall off the table?,set_5,nonGP_improb,simple_question,Yes,No
423,The Bible fell off the table while Susan wrote.,Did Susan write the Bible?,set_5,nonGP_improb,GP_question,No,Yes
424,While the farmer steered the tractor pulled the car.,Did the tractor pull the car?,set_6,GP_prob,simple_question,Yes,No
425,While the farmer steered the tractor pulled the car.,Did the farmer steer the tractor?,set_6,GP_prob,GP_question,No,Yes
426,While the farmer steered the tank pulled the car.,Did the tank pull the car?,set_6,GP_improb,simple_question,Yes,No
427,While the farmer steered the tank pulled the car.,Did the farmer steer the tank?,set_6,GP_improb,GP_question,No,Yes
428,The tractor pulled the car while the farmer steered.,Did the tractor pull the car?,set_6,nonGP_prob,simple_question,Yes,No
429,The tractor pulled the car while the farmer steered.,Did the farmer steer the tractor?,set_6,nonGP_prob,GP_question,No,Yes
430,The tank pulled the car while the farmer steered.,Did the tank pull the car?,set_6,nonGP_improb,simple_question,Yes,No
431,The tank pulled the car while the farmer steered.,Did the farmer steer the tank?,set_6,nonGP_improb,GP_question,No,Yes
432,While the lawyer studied the contract lay on the roll-top desk.,Did the contract lie on the roll-top desk?,set_7,GP_prob,simple_question,Yes,No
433,While the lawyer studied the contract lay on the roll-top desk.,Did the lawyer study the contract?,set_7,GP_prob,GP_question,No,Yes
434,While the lawyer studied the cat lay on the roll-top desk.,Did the cat lie on the roll-top desk?,set_7,GP_improb,simple_question,Yes,No
435,While the lawyer studied the cat lay on the roll-top desk.,Did the lawyer study the cat?,set_7,GP_improb,GP_question,No,Yes
436,The contract lay on the roll-top desk while the lawyer studied.,Did the contract lie on the roll-top desk?,set_7,nonGP_prob,simple_question,Yes,No
437,The contract lay on the roll-top desk while the lawyer studied.,Did the lawyer study the contract?,set_7,nonGP_prob,GP_question,No,Yes
438,The cat lay on the roll-top desk while the lawyer studied.,Did the cat lie on the roll-top desk?,set_7,nonGP_improb,simple_question,Yes,No
439,The cat lay on the roll-top desk while the lawyer studied.,Did the lawyer study the cat?,set_7,nonGP_improb,GP_question,No,Yes
440,While the clown juggled the balls fell on the ground.,Did the balls fall on the ground?,set_8,GP_prob,simple_question,Yes,No
441,While the clown juggled the balls fell on the ground.,Did the clown juggle the balls?,set_8,GP_prob,GP_question,No,Yes
442,While the clown juggled the cats fell on the ground.,Did the cats fall on the ground?,set_8,GP_improb,simple_question,Yes,No
443,While the clown juggled the cats fell on the ground.,Did the clown juggle the cats?,set_8,GP_improb,GP_question,No,Yes
444,The balls fell on the ground while the clown juggled.,Did the balls fall on the ground?,set_8,nonGP_prob,simple_question,Yes,No
445,The balls fell on the ground while the clown juggled.,Did the clown juggle the balls?,set_8,nonGP_prob,GP_question,No,Yes
446,The cats fell on the ground while the clown juggled.,Did the cats fall on the ground?,set_8,nonGP_improb,simple_question,Yes,No
447,The cats fell on the ground while the clown juggled.,Did the clown juggle the cats?,set_8,nonGP_improb,GP_question,No,Yes
448,While Anne vacuumed the rug lost its colors.,Did the rug lose its colors?,set_9,GP_prob,simple_question,Yes,No
449,While Anne vacuumed the rug lost its colors.,Did Anne vacuum the rug?,set_9,GP_prob,GP_question,No,Yes
450,While Anne vacuumed the chameleon lost its colors.,Did the chameleon lose its colors?,set_9,GP_improb,simple_question,Yes,No
451,While Anne vacuumed the chameleon lost its colors.,Did Anne vacuum the chameleon?,set_9,GP_improb,GP_question,No,Yes
452,The rug lost its colors while Anne vacuumed.,Did the rug lose its colors?,set_9,nonGP_prob,simple_question,Yes,No
453,The rug lost its colors while Anne vacuumed.,Did Anne vacuum the rug?,set_9,nonGP_prob,GP_question,No,Yes
454,The chameleon lost its colors while Anne vacuumed.,Did the chameleon lose its colors?,set_9,nonGP_improb,simple_question,Yes,No
455,The chameleon lost its colors while Anne vacuumed.,Did Anne vacuum the chameleon?,set_9,nonGP_improb,GP_question,No,Yes
