,model,sentence,question,correct,incorrect,sent_type,quest_type
438,gpt-4,The cat lay on the roll-top desk while the lawyer studied.,Did the cat lie on the roll-top desk?,1.0,0.0,nonGP_improb,simple_question
439,gpt-4,The cat lay on the roll-top desk while the lawyer studied.,Did the lawyer study the cat?,1.0,0.0,nonGP_improb,GP_question
440,gpt-4,While the clown juggled the balls fell on the ground.,Did the balls fall on the ground?,1.0,0.0,GP_prob,simple_question
441,gpt-4,While the clown juggled the balls fell on the ground.,Did the clown juggle the balls?,0.1,0.9,GP_prob,GP_question
442,gpt-4,While the clown juggled the cats fell on the ground.,Did the cats fall on the ground?,1.0,0.0,GP_improb,simple_question
443,gpt-4,While the clown juggled the cats fell on the ground.,Did the clown juggle the cats?,1.0,0.0,GP_improb,GP_question
444,gpt-4,The balls fell on the ground while the clown juggled.,Did the balls fall on the ground?,1.0,0.0,nonGP_prob,simple_question
445,gpt-4,The balls fell on the ground while the clown juggled.,Did the clown juggle the balls?,0.0,1.0,nonGP_prob,GP_question
446,gpt-4,The cats fell on the ground while the clown juggled.,Did the cats fall on the ground?,1.0,0.0,nonGP_improb,simple_question
447,gpt-4,The cats fell on the ground while the clown juggled.,Did the clown juggle the cats?,1.0,0.0,nonGP_improb,GP_question
448,gpt-4,While Anne vacuumed the rug lost its colors.,Did the rug lose its colors?,1.0,0.0,GP_prob,simple_question
449,gpt-4,While Anne vacuumed the rug lost its colors.,Did Anne vacuum the rug?,0.0,1.0,GP_prob,GP_question
450,gpt-4,While Anne vacuumed the chameleon lost its colors.,Did the chameleon lose its colors?,1.0,0.0,GP_improb,simple_question
451,gpt-4,While Anne vacuumed the chameleon lost its colors.,Did Anne vacuum the chameleon?,1.0,0.0,GP_improb,GP_question
452,gpt-4,The rug lost its colors while Anne vacuumed.,Did the rug lose its colors?,1.0,0.0,nonGP_prob,simple_question
453,gpt-4,The rug lost its colors while Anne vacuumed.,Did Anne vacuum the rug?,0.0,1.0,nonGP_prob,GP_question
454,gpt-4,The chameleon lost its colors while Anne vacuumed.,Did the chameleon lose its colors?,1.0,0.0,nonGP_improb,simple_question
455,gpt-4,The chameleon lost its colors while Anne vacuumed.,Did Anne vacuum the chameleon?,1.0,0.0,nonGP_improb,GP_question
456,gpt-4-turbo,While the secretary typed the memo neared completion.,Did the memo near completion?,1.0,0.0,GP_prob,simple_question
457,gpt-4-turbo,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.0,1.0,GP_prob,GP_question
458,gpt-4-turbo,While the secretary typed the drawing neared completion.,Did the drawing near completion?,1.0,0.0,GP_improb,simple_question
459,gpt-4-turbo,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,1.0,0.0,GP_improb,GP_question
460,gpt-4-turbo,The memo neared completion while the secretary typed.,Did the memo near completion?,1.0,0.0,nonGP_prob,simple_question
461,gpt-4-turbo,The memo neared completion while the secretary typed.,Did the secretary type the memo?,0.55,0.45,nonGP_prob,GP_question
462,gpt-4-turbo,The drawing neared completion while the secretary typed.,Did the drawing near completion?,1.0,0.0,nonGP_improb,simple_question
463,gpt-4-turbo,The drawing neared completion while the secretary typed.,Did the secretary type the drawing?,1.0,0.0,nonGP_improb,GP_question
464,gpt-4-turbo,While the explorer paddled the canoe headed toward a waterfall.,Did the canoe head toward a waterfall?,1.0,0.0,GP_prob,simple_question
465,gpt-4-turbo,While the explorer paddled the canoe headed toward a waterfall.,Did the explorer paddle the canoe?,0.0,1.0,GP_prob,GP_question
466,gpt-4-turbo,While the explorer paddled the yacht headed toward a waterfall.,Did the yacht head toward a waterfall?,1.0,0.0,GP_improb,simple_question
467,gpt-4-turbo,While the explorer paddled the yacht headed toward a waterfall.,Did the explorer paddle the yacht?,1.0,0.0,GP_improb,GP_question
468,gpt-4-turbo,The canoe headed toward a waterfall while the explorer paddled.,Did the canoe head toward a waterfall?,1.0,0.0,nonGP_prob,simple_question
469,gpt-4-turbo,The canoe headed toward a waterfall while the explorer paddled.,Did the explorer paddle the canoe?,0.0,1.0,nonGP_prob,GP_question
470,gpt-4-turbo,The yacht headed toward a waterfall while the explorer paddled.,Did the yacht head toward a waterfall?,1.0,0.0,nonGP_improb,simple_question
471,gpt-4-turbo,The yacht headed toward a waterfall while the explorer paddled.,Did the explorer paddle the yacht?,1.0,0.0,nonGP_improb,GP_question
472,gpt-4-turbo,While the cowboy rode the horse sweated profusely.,Did the horse sweat profusely?,1.0,0.0,GP_prob,simple_question
473,gpt-4-turbo,While the cowboy rode the horse sweated profusely.,Did the cowboy ride the horse?,0.0,1.0,GP_prob,GP_question
474,gpt-4-turbo,While the cowboy rode the leopard sweated profusely.,Did the leopard sweat profusely?,1.0,0.0,GP_improb,simple_question
475,gpt-4-turbo,While the cowboy rode the leopard sweated profusely.,Did the cowboy ride the leopard?,1.0,0.0,GP_improb,GP_question
476,gpt-4-turbo,The horse sweated profusely while the cowboy rode.,Did the horse sweat profusely?,1.0,0.0,nonGP_prob,simple_question
477,gpt-4-turbo,The horse sweated profusely while the cowboy rode.,Did the cowboy ride the horse?,0.0,1.0,nonGP_prob,GP_question
478,gpt-4-turbo,The leopard sweated profusely while the cowboy rode.,Did the leopard sweat profusely?,1.0,0.0,nonGP_improb,simple_question
479,gpt-4-turbo,The leopard sweated profusely while the cowboy rode.,Did the cowboy ride the leopard?,1.0,0.0,nonGP_improb,GP_question
480,gpt-4-turbo,While Tom grilled the hot dog began to burn.,Did the hot dog begin to burn?,1.0,0.0,GP_prob,simple_question
481,gpt-4-turbo,While Tom grilled the hot dog began to burn.,Did Tom grill the hot dog?,0.7,0.3,GP_prob,GP_question
482,gpt-4-turbo,While Tom grilled the barn began to burn.,Did the barn begin to burn?,1.0,0.0,GP_improb,simple_question
483,gpt-4-turbo,While Tom grilled the barn began to burn.,Did Tom grill the barn?,1.0,0.0,GP_improb,GP_question
484,gpt-4-turbo,The hot dog began to burn while Tom grilled.,Did the hot dog begin to burn?,1.0,0.0,nonGP_prob,simple_question
485,gpt-4-turbo,The hot dog began to burn while Tom grilled.,Did Tom grill the hot dog?,0.0,1.0,nonGP_prob,GP_question
486,gpt-4-turbo,The barn began to burn while Tom grilled.,Did the barn begin to burn?,1.0,0.0,nonGP_improb,simple_question
487,gpt-4-turbo,The barn began to burn while Tom grilled.,Did Tom grill the barn?,1.0,0.0,nonGP_improb,GP_question
488,gpt-4-turbo,While the architect drew the building represented modern times style.,Did the building represent modern time style?,1.0,0.0,GP_prob,simple_question
489,gpt-4-turbo,While the architect drew the building represented modern times style.,Did the architect draw the building?,0.0,1.0,GP_prob,GP_question
490,gpt-4-turbo,While the architect drew the melody represented modern times style.,Did the melody represent modern time style?,1.0,0.0,GP_improb,simple_question
491,gpt-4-turbo,While the architect drew the melody represented modern times style.,Did the architect draw the melody?,0.9,0.1,GP_improb,GP_question
492,gpt-4-turbo,The building represented modern times style while the architect drew.,Did the building represent modern time style?,1.0,0.0,nonGP_prob,simple_question
493,gpt-4-turbo,The building represented modern times style while the architect drew.,Did the architect draw the building?,1.0,0.0,nonGP_prob,GP_question
494,gpt-4-turbo,The melody represented modern times style while the architect drew.,Did the melody represent modern time style?,1.0,0.0,nonGP_improb,simple_question
495,gpt-4-turbo,The melody represented modern times style while the architect drew.,Did the architect draw the melody?,1.0,0.0,nonGP_improb,GP_question
496,gpt-4-turbo,While the chef stirred the soup boiled over.,Did the soup boil over?,1.0,0.0,GP_prob,simple_question
497,gpt-4-turbo,While the chef stirred the soup boiled over.,Did the chef stir the soup?,0.0,1.0,GP_prob,GP_question
498,gpt-4-turbo,While the chef stirred the acid boiled over.,Did the acid boil over?,1.0,0.0,GP_improb,simple_question
499,gpt-4-turbo,While the chef stirred the acid boiled over.,Did the chef stir the acid?,1.0,0.0,GP_improb,GP_question
500,gpt-4-turbo,The soup boiled over while the chef stirred.,Did the soup boil over?,1.0,0.0,nonGP_prob,simple_question
501,gpt-4-turbo,The soup boiled over while the chef stirred.,Did the chef stir the soup?,0.0,1.0,nonGP_prob,GP_question
502,gpt-4-turbo,The acid boiled over while the chef stirred.,Did the acid boil over?,1.0,0.0,nonGP_improb,simple_question
503,gpt-4-turbo,The acid boiled over while the chef stirred.,Did the chef stir the acid?,1.0,0.0,nonGP_improb,GP_question
504,gpt-4-turbo,While the tourist explored the tunnel echoed with mysterious sounds.,Did the tunnel echo with mysterious sounds?,1.0,0.0,GP_prob,simple_question
505,gpt-4-turbo,While the tourist explored the tunnel echoed with mysterious sounds.,Did the tourist explore the tunnel?,0.0,1.0,GP_prob,GP_question
506,gpt-4-turbo,While the tourist explored the trunk echoed with mysterious sounds.,Did the trunk echo with mysterious sounds?,1.0,0.0,GP_improb,simple_question
507,gpt-4-turbo,While the tourist explored the trunk echoed with mysterious sounds.,Did the tourist explore the trunk?,0.8,0.2,GP_improb,GP_question
508,gpt-4-turbo,The tunnel echoed with mysterious sounds while the tourist explored.,Did the tunnel echo with mysterious sounds?,1.0,0.0,nonGP_prob,simple_question
509,gpt-4-turbo,The tunnel echoed with mysterious sounds while the tourist explored.,Did the tourist explore the tunnel?,0.0,1.0,nonGP_prob,GP_question
510,gpt-4-turbo,The trunk echoed with mysterious sounds while the tourist explored.,Did the trunk echo with mysterious sounds?,1.0,0.0,nonGP_improb,simple_question
511,gpt-4-turbo,The trunk echoed with mysterious sounds while the tourist explored.,Did the tourist explore the trunk?,1.0,0.0,nonGP_improb,GP_question
512,gpt-4-turbo,While the woman drank the water spilled on the floor.,Did the water spill on the floor?,1.0,0.0,GP_prob,simple_question
513,gpt-4-turbo,While the woman drank the water spilled on the floor.,Did the woman drink the water?,0.15,0.85,GP_prob,GP_question
514,gpt-4-turbo,While the woman drank the mud spilled on the floor.,Did the mud spill on the floor?,1.0,0.0,GP_improb,simple_question
515,gpt-4-turbo,While the woman drank the mud spilled on the floor.,Did the woman drink the mud?,1.0,0.0,GP_improb,GP_question
516,gpt-4-turbo,The water spilled on the floor while the woman drank.,Did the water spill on the floor?,1.0,0.0,nonGP_prob,simple_question
517,gpt-4-turbo,The water spilled on the floor while the woman drank.,Did the woman drink the water?,0.7,0.3,nonGP_prob,GP_question
518,gpt-4-turbo,The mud spilled on the floor while the woman drank.,Did the mud spill on the floor?,1.0,0.0,nonGP_improb,simple_question
519,gpt-4-turbo,The mud spilled on the floor while the woman drank.,Did the woman drink the mud?,1.0,0.0,nonGP_improb,GP_question
520,gpt-4-turbo,While the snake swallowed the frog kicked vigorously.,Did the frog kick vigorously?,1.0,0.0,GP_prob,simple_question
521,gpt-4-turbo,While the snake swallowed the frog kicked vigorously.,Did the snake swallow the frog?,0.0,1.0,GP_prob,GP_question
522,gpt-4-turbo,While the snake swallowed the hippo kicked vigorously.,Did the hippo kick vigorously?,1.0,0.0,GP_improb,simple_question
523,gpt-4-turbo,While the snake swallowed the hippo kicked vigorously.,Did the snake swallow the hippo?,1.0,0.0,GP_improb,GP_question
524,gpt-4-turbo,The frog kicked vigorously while the snake swallowed.,Did the frog kick vigorously?,1.0,0.0,nonGP_prob,simple_question
525,gpt-4-turbo,The frog kicked vigorously while the snake swallowed.,Did the snake swallow the frog?,1.0,0.0,nonGP_prob,GP_question
526,gpt-4-turbo,The hippo kicked vigorously while the snake swallowed.,Did the hippo kick vigorously?,1.0,0.0,nonGP_improb,simple_question
527,gpt-4-turbo,The hippo kicked vigorously while the snake swallowed.,Did the snake swallow the hippo?,1.0,0.0,nonGP_improb,GP_question
528,gpt-4-turbo,While the lion attacked the baboon screamed in terror.,Did the baboon scream in terror?,1.0,0.0,GP_prob,simple_question
529,gpt-4-turbo,While the lion attacked the baboon screamed in terror.,Did the lion attack the baboon?,0.05,0.95,GP_prob,GP_question
530,gpt-4-turbo,While the lion attacked the penguin screamed in terror.,Did the penguin scream in terror?,1.0,0.0,GP_improb,simple_question
531,gpt-4-turbo,While the lion attacked the penguin screamed in terror.,Did the lion attack the penguin?,0.55,0.45,GP_improb,GP_question
532,gpt-4-turbo,The baboon screamed in terror while the lion attacked.,Did the baboon scream in terror?,1.0,0.0,nonGP_prob,simple_question
533,gpt-4-turbo,The baboon screamed in terror while the lion attacked.,Did the lion attack the baboon?,0.0,1.0,nonGP_prob,GP_question
534,gpt-4-turbo,The penguin screamed in terror while the lion attacked.,Did the penguin scream in terror?,1.0,0.0,nonGP_improb,simple_question
535,gpt-4-turbo,The penguin screamed in terror while the lion attacked.,Did the lion attack the penguin?,0.0,1.0,nonGP_improb,GP_question
536,gpt-4-turbo,While the maid dusted the picture tipped over.,Did the picture tip over?,1.0,0.0,GP_prob,simple_question
537,gpt-4-turbo,While the maid dusted the picture tipped over.,Did the maid dust the picture?,0.2,0.8,GP_prob,GP_question
538,gpt-4-turbo,While the maid dusted the cow tipped over.,Did the cow tip over?,1.0,0.0,GP_improb,simple_question
539,gpt-4-turbo,While the maid dusted the cow tipped over.,Did the maid dust the cow?,1.0,0.0,GP_improb,GP_question
540,gpt-4-turbo,The picture tipped over while the maid dusted.,Did the picture tip over?,1.0,0.0,nonGP_prob,simple_question
541,gpt-4-turbo,The picture tipped over while the maid dusted.,Did the maid dust the picture?,1.0,0.0,nonGP_prob,GP_question
542,gpt-4-turbo,The cow tipped over while the maid dusted.,Did the cow tip over?,1.0,0.0,nonGP_improb,simple_question
543,gpt-4-turbo,The cow tipped over while the maid dusted.,Did the maid dust the cow?,1.0,0.0,nonGP_improb,GP_question
544,gpt-4-turbo,While the teacher counted the children formed a line.,Did the children form a line?,1.0,0.0,GP_prob,simple_question
545,gpt-4-turbo,While the teacher counted the children formed a line.,Did the teacher count the children?,0.0,1.0,GP_prob,GP_question
546,gpt-4-turbo,While the teacher counted the ants formed a line.,Did the ants form a line?,1.0,0.0,GP_improb,simple_question
547,gpt-4-turbo,While the teacher counted the ants formed a line.,Did the teacher count the ants?,0.45,0.55,GP_improb,GP_question
548,gpt-4-turbo,The children formed a line while the teacher counted.,Did the children form a line?,1.0,0.0,nonGP_prob,simple_question
549,gpt-4-turbo,The children formed a line while the teacher counted.,Did the teacher count the children?,0.8421052631578947,0.1578947368421052,nonGP_prob,GP_question
550,gpt-4-turbo,The ants formed a line while the teacher counted.,Did the ants form a line?,1.0,0.0,nonGP_improb,simple_question
551,gpt-4-turbo,The ants formed a line while the teacher counted.,Did the teacher count the ants?,1.0,0.0,nonGP_improb,GP_question
552,gpt-4-turbo,While the champion raced the challenger stumbled and fell.,Did the challenger stumble and fall?,1.0,0.0,GP_prob,simple_question
553,gpt-4-turbo,While the champion raced the challenger stumbled and fell.,Did the champion race the challenger?,0.9,0.1,GP_prob,GP_question
554,gpt-4-turbo,While the champion raced the spectator stumbled and fell.,Did the spectator stumble and fall?,1.0,0.0,GP_improb,simple_question
555,gpt-4-turbo,While the champion raced the spectator stumbled and fell.,Did the champion race the spectator?,1.0,0.0,GP_improb,GP_question
556,gpt-4-turbo,The challenger stumbled and fell while the champion raced.,Did the challenger stumble and fall?,1.0,0.0,nonGP_prob,simple_question
557,gpt-4-turbo,The challenger stumbled and fell while the champion raced.,Did the champion race the challenger?,1.0,0.0,nonGP_prob,GP_question
558,gpt-4-turbo,The spectator stumbled and fell while the champion raced.,Did the spectator stumble and fall?,1.0,0.0,nonGP_improb,simple_question
559,gpt-4-turbo,The spectator stumbled and fell while the champion raced.,Did the champion race the spectator?,1.0,0.0,nonGP_improb,GP_question
560,gpt-4-turbo,While Jerry played the violin went out of tune.,Did the violin go out of tune?,1.0,0.0,GP_prob,simple_question
561,gpt-4-turbo,While Jerry played the violin went out of tune.,Did Jerry play the violin?,0.95,0.05,GP_prob,GP_question
562,gpt-4-turbo,While Jerry played the speakers went out of tune.,Did the speakers go out of tune?,1.0,0.0,GP_improb,simple_question
563,gpt-4-turbo,While Jerry played the speakers went out of tune.,Did Jerry play the speakers?,1.0,0.0,GP_improb,GP_question
564,gpt-4-turbo,The violin went out of tune while jerry played.,Did the violin go out of tune?,1.0,0.0,nonGP_prob,simple_question
565,gpt-4-turbo,The violin went out of tune while jerry played.,Did Jerry play the violin?,0.0,1.0,nonGP_prob,GP_question
566,gpt-4-turbo,The speakers went out of tune while jerry played.,Did the speakers go out of tune?,1.0,0.0,nonGP_improb,simple_question
567,gpt-4-turbo,The speakers went out of tune while jerry played.,Did Jerry play the speakers?,1.0,0.0,nonGP_improb,GP_question
568,gpt-4-turbo,While the girl painted the rainbow slowly faded outside.,Did the rainbow slowly fade outside?,1.0,0.0,GP_prob,simple_question
569,gpt-4-turbo,While the girl painted the rainbow slowly faded outside.,Did the girl paint the rainbow?,1.0,0.0,GP_prob,GP_question
570,gpt-4-turbo,While the girl painted the music slowly faded outside.,Did the music slowly fade outside?,1.0,0.0,GP_improb,simple_question
571,gpt-4-turbo,While the girl painted the music slowly faded outside.,Did the girl paint the music?,1.0,0.0,GP_improb,GP_question
572,gpt-4-turbo,The rainbow slowly faded outside while the girl painted.,Did the rainbow slowly fade outside?,1.0,0.0,nonGP_prob,simple_question
573,gpt-4-turbo,The rainbow slowly faded outside while the girl painted.,Did the girl paint the rainbow?,1.0,0.0,nonGP_prob,GP_question
574,gpt-4-turbo,The music slowly faded outside while the girl painted.,Did the music slowly fade outside?,1.0,0.0,nonGP_improb,simple_question
575,gpt-4-turbo,The music slowly faded outside while the girl painted.,Did the girl paint the music?,1.0,0.0,nonGP_improb,GP_question
576,gpt-4-turbo,While Kendra parked the van bumped the curb.,Did the van bump the curb?,1.0,0.0,GP_prob,simple_question
577,gpt-4-turbo,While Kendra parked the van bumped the curb.,Did Kendra park the van?,0.8,0.2,GP_prob,GP_question
578,gpt-4-turbo,While Kendra parked the horse bumped the curb.,Did the horse bump the curb?,1.0,0.0,GP_improb,simple_question
579,gpt-4-turbo,While Kendra parked the horse bumped the curb.,Did Kendra park the horse?,1.0,0.0,GP_improb,GP_question
580,gpt-4-turbo,The van bumped the curb while Kendra parked.,Did the van bump the curb?,1.0,0.0,nonGP_prob,simple_question
581,gpt-4-turbo,The van bumped the curb while Kendra parked.,Did Kendra park the van?,0.0,1.0,nonGP_prob,GP_question
582,gpt-4-turbo,The horse bumped the curb while Kendra parked.,Did the horse bump the curb?,1.0,0.0,nonGP_improb,simple_question
583,gpt-4-turbo,The horse bumped the curb while Kendra parked.,Did Kendra park the horse?,1.0,0.0,nonGP_improb,GP_question
584,gpt-4-turbo,While Angela cleaned the dog stood in the yard.,Did the dog stand in the yard?,1.0,0.0,GP_prob,simple_question
585,gpt-4-turbo,While Angela cleaned the dog stood in the yard.,Did Angela clean the dog?,1.0,0.0,GP_prob,GP_question
586,gpt-4-turbo,While Angela cleaned the mailman stood in the yard.,Did the mailman stand in the yard?,1.0,0.0,GP_improb,simple_question
587,gpt-4-turbo,While Angela cleaned the mailman stood in the yard.,Did Angela clean the mailman?,1.0,0.0,GP_improb,GP_question
588,gpt-4-turbo,The dog stood in the yard while Angela cleaned.,Did the dog stand in the yard?,1.0,0.0,nonGP_prob,simple_question
589,gpt-4-turbo,The dog stood in the yard while Angela cleaned.,Did Angela clean the dog?,1.0,0.0,nonGP_prob,GP_question
590,gpt-4-turbo,The mailman stood in the yard while Angela cleaned.,Did the mailman stand in the yard?,1.0,0.0,nonGP_improb,simple_question
591,gpt-4-turbo,The mailman stood in the yard while Angela cleaned.,Did Angela clean the mailman?,1.0,0.0,nonGP_improb,GP_question
592,gpt-4-turbo,While the sailor smoked the pipe glowed brightly.,Did the pipe glow brightly?,1.0,0.0,GP_prob,simple_question
593,gpt-4-turbo,While the sailor smoked the pipe glowed brightly.,Did the sailor smoke the pipe?,0.45,0.55,GP_prob,GP_question
594,gpt-4-turbo,While the sailor smoked the firefly glowed brightly.,Did the firefly glow brightly?,1.0,0.0,GP_improb,simple_question
595,gpt-4-turbo,While the sailor smoked the firefly glowed brightly.,Did the sailor smoke the firefly?,1.0,0.0,GP_improb,GP_question
596,gpt-4-turbo,The pipe glowed brightly while the sailor smoked.,Did the pipe glow brightly?,1.0,0.0,nonGP_prob,simple_question
597,gpt-4-turbo,The pipe glowed brightly while the sailor smoked.,Did the sailor smoke the pipe?,0.0,1.0,nonGP_prob,GP_question
598,gpt-4-turbo,The firefly glowed brightly while the sailor smoked.,Did the firefly glow brightly?,1.0,0.0,nonGP_improb,simple_question
599,gpt-4-turbo,The firefly glowed brightly while the sailor smoked.,Did the sailor smoke the firefly?,1.0,0.0,nonGP_improb,GP_question
600,gpt-4-turbo,While the tourist filmed the dancer blocked the sidewalk.,Did the dancer block the sidewalk?,1.0,0.0,GP_prob,simple_question
601,gpt-4-turbo,While the tourist filmed the dancer blocked the sidewalk.,Did the tourist film the dancer?,0.8421052631578947,0.1578947368421052,GP_prob,GP_question
602,gpt-4-turbo,While the tourist filmed the trashbags blocked the sidewalk.,Did the trashbags block the sidewalk?,1.0,0.0,GP_improb,simple_question
603,gpt-4-turbo,While the tourist filmed the trashbags blocked the sidewalk.,Did the tourist film the trashbags?,1.0,0.0,GP_improb,GP_question
604,gpt-4-turbo,The dancer blocked the sidewalk while the tourist filmed.,Did the dancer block the sidewalk?,1.0,0.0,nonGP_prob,simple_question
605,gpt-4-turbo,The dancer blocked the sidewalk while the tourist filmed.,Did the tourist film the dancer?,0.75,0.25,nonGP_prob,GP_question
606,gpt-4-turbo,The trashbags blocked the sidewalk while the tourist filmed.,Did the trashbags block the sidewalk?,1.0,0.0,nonGP_improb,simple_question
607,gpt-4-turbo,The trashbags blocked the sidewalk while the tourist filmed.,Did the tourist film the trashbags?,1.0,0.0,nonGP_improb,GP_question
608,gpt-4-turbo,While the athlete wrestled the opponent shouted insults.,Did the opponent shout insults?,1.0,0.0,GP_prob,simple_question
609,gpt-4-turbo,While the athlete wrestled the opponent shouted insults.,Did the athlete wrestle the opponent?,0.0,1.0,GP_prob,GP_question
610,gpt-4-turbo,While the athlete wrestled the audience shouted insults.,Did the audience shout insults?,1.0,0.0,GP_improb,simple_question
611,gpt-4-turbo,While the athlete wrestled the audience shouted insults.,Did the athlete wrestle the audience?,1.0,0.0,GP_improb,GP_question
612,gpt-4-turbo,The opponent shouted insults while the athlete wrestled.,Did the opponent shout insults?,1.0,0.0,nonGP_prob,simple_question
613,gpt-4-turbo,The opponent shouted insults while the athlete wrestled.,Did the athlete wrestle the opponent?,0.7,0.3,nonGP_prob,GP_question
614,gpt-4-turbo,The audience shouted insults while the athlete wrestled.,Did the audience shout insults?,1.0,0.0,nonGP_improb,simple_question
615,gpt-4-turbo,The audience shouted insults while the athlete wrestled.,Did the athlete wrestle the audience?,1.0,0.0,nonGP_improb,GP_question
616,gpt-4-turbo,While the warrior fought the enemy retreated.,Did the enemy retreat?,1.0,0.0,GP_prob,simple_question
617,gpt-4-turbo,While the warrior fought the enemy retreated.,Did the warrior fight the enemy?,0.05,0.95,GP_prob,GP_question
618,gpt-4-turbo,While the warrior fought the rhino retreated.,Did the rhino retreat?,1.0,0.0,GP_improb,simple_question
619,gpt-4-turbo,While the warrior fought the rhino retreated.,Did the warrior fight the rhino?,0.1,0.9,GP_improb,GP_question
620,gpt-4-turbo,The enemy retreated while the warrior fought.,Did the enemy retreat?,1.0,0.0,nonGP_prob,simple_question
621,gpt-4-turbo,The enemy retreated while the warrior fought.,Did the warrior fight the enemy?,0.0,1.0,nonGP_prob,GP_question
622,gpt-4-turbo,The rhino retreated while the warrior fought.,Did the rhino retreat?,1.0,0.0,nonGP_improb,simple_question
623,gpt-4-turbo,The rhino retreated while the warrior fought.,Did the warrior fight the rhino?,1.0,0.0,nonGP_improb,GP_question
624,gpt-4-turbo,While Harry chewed the steak fell to the floor.,Did the steak fall to the floor?,1.0,0.0,GP_prob,simple_question
625,gpt-4-turbo,While Harry chewed the steak fell to the floor.,Did Harry chew the steak?,0.6,0.4,GP_prob,GP_question
626,gpt-4-turbo,While Harry chewed the book fell to the floor.,Did the book fall to the floor?,1.0,0.0,GP_improb,simple_question
627,gpt-4-turbo,While Harry chewed the book fell to the floor.,Did Harry chew the book?,0.95,0.05,GP_improb,GP_question
628,gpt-4-turbo,The steak fell to the floor while Harry chewed.,Did the steak fall to the floor?,1.0,0.0,nonGP_prob,simple_question
629,gpt-4-turbo,The steak fell to the floor while Harry chewed.,Did Harry chew the steak?,0.25,0.75,nonGP_prob,GP_question
630,gpt-4-turbo,The book fell to the floor while Harry chewed.,Did the book fall to the floor?,1.0,0.0,nonGP_improb,simple_question
631,gpt-4-turbo,The book fell to the floor while Harry chewed.,Did Harry chew the book?,1.0,0.0,nonGP_improb,GP_question
632,gpt-4-turbo,While Bill ate the turkey sat on the table.,Did the turkey sit on the table?,1.0,0.0,GP_prob,simple_question
633,gpt-4-turbo,While Bill ate the turkey sat on the table.,Did Bill eat the turkey?,1.0,0.0,GP_prob,GP_question
634,gpt-4-turbo,While Bill ate the baby sat on the table.,Did the baby sit on the table?,1.0,0.0,GP_improb,simple_question
635,gpt-4-turbo,While Bill ate the baby sat on the table.,Did Bill eat the baby?,1.0,0.0,GP_improb,GP_question
636,gpt-4-turbo,The turkey sat on the table while Bill ate.,Did the turkey sit on the table?,1.0,0.0,nonGP_prob,simple_question
637,gpt-4-turbo,The turkey sat on the table while Bill ate.,Did Bill eat the turkey?,1.0,0.0,nonGP_prob,GP_question
638,gpt-4-turbo,The baby sat on the table while Bill ate.,Did the baby sit on the table?,1.0,0.0,nonGP_improb,simple_question
639,gpt-4-turbo,The baby sat on the table while Bill ate.,Did Bill eat the baby?,1.0,0.0,nonGP_improb,GP_question
640,gpt-4-turbo,While Janet baked the bread rose in the oven.,Did the bread rise in the oven?,1.0,0.0,GP_prob,simple_question
641,gpt-4-turbo,While Janet baked the bread rose in the oven.,Did Janet bake the bread?,1.0,0.0,GP_prob,GP_question
642,gpt-4-turbo,While Janet baked the pressure rose in the oven.,Did the pressure rise in the oven?,1.0,0.0,GP_improb,simple_question
643,gpt-4-turbo,While Janet baked the pressure rose in the oven.,Did Janet bake the pressure?,1.0,0.0,GP_improb,GP_question
644,gpt-4-turbo,The bread rose in the oven while Janet baked.,Did the bread rise in the oven?,1.0,0.0,nonGP_prob,simple_question
645,gpt-4-turbo,The bread rose in the oven while Janet baked.,Did Janet bake the bread?,0.25,0.75,nonGP_prob,GP_question
646,gpt-4-turbo,The pressure rose in the oven while Janet baked.,Did the pressure rise in the oven?,1.0,0.0,nonGP_improb,simple_question
647,gpt-4-turbo,The pressure rose in the oven while Janet baked.,Did Janet bake the pressure?,1.0,0.0,nonGP_improb,GP_question
648,gpt-4-turbo,While the public cheered the team left the restaurant.,Did the team leave the restaurant?,1.0,0.0,GP_prob,simple_question
649,gpt-4-turbo,While the public cheered the team left the restaurant.,Did the public cheer the team?,0.0,1.0,GP_prob,GP_question
650,gpt-4-turbo,While the public cheered the rats left the restaurant.,Did the rats leave the restaurant?,1.0,0.0,GP_improb,simple_question
651,gpt-4-turbo,While the public cheered the rats left the restaurant.,Did the public cheer the rats?,0.65,0.35,GP_improb,GP_question
652,gpt-4-turbo,The team left the restaurant while the public cheered.,Did the team leave the restaurant?,1.0,0.0,nonGP_prob,simple_question
653,gpt-4-turbo,The team left the restaurant while the public cheered.,Did the public cheer the team?,0.05,0.95,nonGP_prob,GP_question
654,gpt-4-turbo,The rats left the restaurant while the public cheered.,Did the rats leave the restaurant?,1.0,0.0,nonGP_improb,simple_question
655,gpt-4-turbo,The rats left the restaurant while the public cheered.,Did the public cheer the rats?,1.0,0.0,nonGP_improb,GP_question
656,gpt-4-turbo,While the cleaner mopped the floor was filled with stains.,Was the floor filled with stains?,1.0,0.0,GP_prob,simple_question
657,gpt-4-turbo,While the cleaner mopped the floor was filled with stains.,Did the cleaner mop the floor?,0.0,1.0,GP_prob,GP_question
658,gpt-4-turbo,While the cleaner mopped the ceiling was filled with stains.,Was the ceiling filled with stains?,1.0,0.0,GP_improb,simple_question
